I1,C5,C6,S1,C5_Prime,S2_Prime,industry_3,industry_4,market_cap,C6,T3,T4,T5,C6_Prime,industry_1,industry_2,market_cap,Y1,Y2
ADLS,0.6890788086643634,0.20952225255391982,-1.3955162777278134,-0.7613692383669045,-0.6191618702612969,0,0,-1.1646723686778793,0.20952225255391982,-1.7959438116739133,-1.2458118994299343,-1.1152799393232085,-0.7528092439315525,1,0,-1.1646723686778793,1,1
ADZA,0.8413427643731112,1.0996345644763754,-2.0137365754971457,0.2405799920081621,-0.43738249890065434,0,0,-0.616058700891929,1.0996345644763754,-1.912910383085781,-1.2087012087368967,-2.0619637693719195,0.8718436709704577,1,0,-0.616058700891929,0,1
AFFY,0.9815266988835656,1.1194750209078428,0.571830007509367,0.06094408993917876,0.8250378305052284,0,0,-0.17547114323886584,1.1194750209078428,-0.19799485128317668,-0.31923810535460745,0.3995150730777969,1.022299923916974,1,0,-0.17547114323886584,0,1
AGAM,-0.6009884703748678,-0.6872641847316394,0.9367370841640956,-0.059395296136693365,1.4805846975242576,0,0,0.6062105218522668,-0.6872641847316394,1.0949643703563599,0.6548510090654758,0.9363507638629633,-0.7528092439315525,1,0,0.6062105218522668,1,1
AH,-1.2799903360100706,-0.2723058358375797,0.9367370841640956,1.723387412757601,-1.6785357420668865,0,0,0.08945611511440842,-0.2723058358375797,0.9878194029441506,0.8258576948171641,0.13176647573788353,-0.7528092439315525,0,1,0.08945611511440842,1,1
AHII,0.28605172404696655,-0.4897169446167758,-0.9813758383146144,-1.1767217769530915,-1.6533728573096158,0,0,0.16935988524424048,-0.4897169446167758,-1.5714691861689174,-1.2209977026621306,-1.4403787362010798,-0.7528092439315525,0,0,0.16935988524424048,0,1
AIMC,0.35322243707287704,-0.2723058358375797,0.3462356272999765,-0.9543918333207952,1.007830679466091,0,0,0.2093407212418587,-0.2723058358375797,-0.2615098442345123,-0.1928355479912125,-0.04379677530781282,-0.7528092439315525,1,0,0.2093407212418587,1,1
AIRV,-0.8788042039510764,-0.0229130200519713,-0.20477291540262374,1.3993216069088066,-1.393094540862929,0,0,-0.6488117585331518,-0.0229130200519713,0.3893573483920083,0.3278797534127722,-0.38371036054815855,-0.7528092439315525,1,0,-0.6488117585331518,1,1
ALGT,0.6023208172746122,0.6816247591972318,-0.27705841774803747,0.030975767081963104,-0.8071108245295814,1,0,-0.20335898982503517,0.6816247591972318,-0.10932943212146883,-0.04409475408087579,-0.8568538446330496,1.2505600737322131,0,0,-0.20335898982503517,0,1
ALIM,-0.021067847531615565,0.3013647386389454,0.17957938895673148,0.4614707396642513,0.42722349704206275,0,0,-0.429777440545481,0.3013647386389454,0.4032366334687113,0.155877572919717,0.5338217853170665,-0.7528092439315525,1,0,-0.429777440545481,1,0
ALJ,-0.4799026118421713,-0.29851925931023643,-0.10121588612299386,0.3287642329009816,-1.6608092142159536,0,0,0.4024271802094176,-0.29851925931023643,0.38673378796754504,0.505469877702744,0.22557142968731783,0.8718436709704577,1,0,0.4024271802094176,0,1
ALLI,1.2327980338118365,1.0046654659049115,-1.3955162777278134,-0.45628207873911286,1.575656592804495,0,0,-0.7617128537227085,1.0046654659049115,-1.4839519622683868,-1.1128617537103946,-1.648171597178751,-0.7528092439315525,0,1,-0.7617128537227085,0,1
ALNY,0.586139362328815,0.6816247591972318,-0.06790481211322341,0.05535386827513845,-1.161453413158882,0,0,-1.32157351689827,0.6816247591972318,-1.4467605315528997,-1.1011853147772315,-1.1214908957398362,-0.7528092439315525,1,0,-1.32157351689827,1,1
ALTU,0.4751706882404497,0.20952225255391982,0.09047781302943499,-0.4387973095770593,-1.1828428139357963,0,0,-0.04645784160464801,0.20952225255391982,-0.8237055163919617,-0.7382106957878555,-0.6236823027715149,-0.7528092439315525,1,0,-0.04645784160464801,0,1
ALXA,0.37798024555160215,0.5461003588466772,-0.9813758383146144,0.1841543585879161,0.7339641484583859,0,0,-0.9317476387001634,0.5461003588466772,-1.0388173255513395,-1.0324582573000052,-0.7268565075109674,-0.7528092439315525,1,0,-0.9317476387001634,1,1
AMBA,0.2062597970798081,0.4236270281902672,0.7947952335960111,0.27782287173067877,-0.8906516968943132,0,0,-1.1359988464631041,0.4236270281902672,0.4192329696602864,0.4123933055255927,0.5616447570714712,-0.7528092439315525,1,0,-1.1359988464631041,1,1
AMIS,-1.0241076681858154,-1.6480134520833536,-0.5118833627031111,-0.881813930909383,1.0679105235724762,0,0,1.7276107877588183,-1.6480134520833536,0.18616997432870097,0.3945329596869657,0.658025510115387,0.7487408084177986,1,0,1.7276107877588183,0,1
AMRC,-0.34453664997502753,-0.08589116860772107,1.40282753671836,0.42168982383392395,0.09456166524723944,1,0,-0.23823754468469677,-0.08589116860772107,1.0987672909655886,0.9384272913881202,0.9072754458226239,-0.7528092439315525,0,0,-0.23823754468469677,1,1
ANAC,0.1722986211947331,-0.5115817086609064,1.0320472181294886,-1.0334465389259935,-0.06744104915881807,0,0,-0.616058700891929,-0.5115817086609064,0.09135209922255315,0.05459034862150998,0.04559781500364227,-0.7528092439315525,1,0,-0.616058700891929,1,1
ANFI,-0.19233029037423097,-0.13189961940719452,0.571830007509367,0.10879225322774316,-1.6408031234843035,0,0,-0.20335898982503517,-0.13189961940719452,0.8896419404078939,0.6440944113577155,0.8724509945710932,-0.7528092439315525,1,0,-0.20335898982503517,1,0
ANGI,-0.7257853322580884,-0.1007390489044404,0.319447239887761,1.028089629505518,-1.1026614516653435,0,0,0.04004999309171547,-0.1007390489044404,0.6663560316404014,0.47676785869078336,0.5585692751318202,0.9972950556316023,0,1,0.04004999309171547,0,1
ANGO,1.3218654220658637,2.103247656181753,-0.4706917003347433,0.8303495808246356,-0.8578644623890318,0,0,-1.6630320014098336,2.103247656181753,-1.316385515878539,-0.828458190264655,-1.1214908957398362,-0.7528092439315525,1,0,-1.6630320014098336,1,1
AONE,-1.377231042122458,-1.5737194682338094,0.17957938895673148,-0.1446411786010529,0.8162003071552855,0,0,1.2638717839468774,-1.5737194682338094,0.36971505389616144,0.2081595623390217,0.4708072745823502,2.515723695068846,1,0,1.2638717839468774,0,1
AOSL,0.410115283225038,0.6572734205140915,-0.13511656717995377,0.2889884381456289,0.3164779478328074,0,0,-0.18600395168365833,0.6572734205140915,0.10200605984379352,0.005773098445577109,0.2326368531726743,-0.7528092439315525,1,0,-0.18600395168365833,0,0
APEI,0.7479380777253177,0.774219944737924,-0.4706917003347433,-0.060016511214412684,-0.7449122834659392,0,0,-0.16180861962847345,0.774219944737924,-0.38889896246418854,-0.3030460405954853,-0.28530982907840297,0.9813841358642205,0,1,-0.16180861962847345,0,1
APKT,-0.749070997002484,-0.45324422919855434,-0.0029718657360901196,0.5433554119858375,0.5105278011979589,0,0,-0.008328363321127508,-0.45324422919855434,0.5809333905423003,0.4593812799954653,0.7506669015546581,2.0899385858837576,1,0,-0.008328363321127508,0,1
ARAY,-0.6517254071616391,-0.8799325796086128,0.15033701212788575,-0.2734350188014964,-0.81244256520942,0,0,0.9805456015559155,-0.8799325796086128,0.185208692592668,0.2338718289483181,-0.0517307075092463,0.47209366398183933,1,0,0.9805456015559155,0,1
ARBX,0.29403889994771115,0.3044597667532418,-1.0353326029186214,-0.02624681417748235,-0.3325764701625183,0,0,0.040542112664180764,0.3044597667532418,-1.0990747287748077,-0.7186567853169624,-1.3981101744241797,1.452184002599589,0,1,0.040542112664180764,0,1
ARCL,0.24620243796797847,0.36657360221759183,0.4995445051639524,0.1355498540302548,-1.778282758092426,0,0,-0.06479784636981402,0.36657360221759183,0.8461437316388059,0.4709862584813475,0.9831779778452807,0.5092343430875012,0,1,-0.06479784636981402,0,1
ARCO,-2.1945769762173346,-2.6637311435984716,0.6414863557320353,-0.5389872853290686,-0.11752789189100132,0,1,2.474049431693047,-2.6637311435984716,0.8992065818801339,0.909547537946899,0.9572762988101633,1.644857134950338,0,0,2.474049431693047,0,1
AREX,0.562929911613015,0.08485600143092117,-1.3305833313506803,-0.7508183947479562,-0.006339771801969429,0,0,-0.18098787523470125,0.08485600143092117,-1.055271192142968,-0.6327748315532462,-1.2426760837806579,-0.7528092439315525,0,0,-0.18098787523470125,1,1
ARII,0.5429703381409365,-0.05506165087114349,1.1753168597231354,-0.9237135174751401,1.608311052175233,0,0,0.49363826412208894,-0.05506165087114349,1.2038474508506225,0.9479802863021976,0.9728509935532939,1.7207825819455755,1,0,0.49363826412208894,0,1
ARP,-0.4172964626676683,-0.6493769972530657,0.5239440514034873,-0.30329876785556603,0.8410605960657542,0,0,0.46501361673511865,-0.6493769972530657,0.1386080622716257,0.10915581748824907,0.3158305683590655,-0.7528092439315525,0,1,0.46501361673511865,1,1
ARST,-0.01664873147107854,0.23699022431757372,-0.13511656717995377,0.3629306780710288,0.13471694818249186,0,0,-0.5866764767973808,0.23699022431757372,0.7816051026600883,0.5450887938207984,0.8040190517321117,-0.7528092439315525,0,1,-0.5866764767973808,1,0
ARTE,0.8629465031645942,0.8013818356853986,-0.9288975288034454,-0.19337545593219052,0.23742010099283548,0,0,-1.4064428810662435,0.8013818356853986,-0.9327117485003109,-0.7979545161034186,-0.42516367246356546,-0.7528092439315525,1,0,-1.4064428810662435,1,1
ARUN,-1.0751867781970905,0.026955655602019058,-0.3521793587721559,1.8070756930393397,-0.7953685186948232,0,0,-0.22623282269382602,0.026955655602019058,0.1568212887680157,0.047678941661886194,-0.004517741862963146,1.6740998508517144,1,0,-0.22623282269382602,0,1
ASPV,-0.0946662354137912,0.17078496704802426,-1.3955162777278134,0.3919885647525342,1.0019291649715838,0,0,-0.3334732571981035,0.17078496704802426,-2.0494339533476817,-1.7217336683029478,-1.7755677416361983,-0.7528092439315525,1,0,-0.3334732571981035,1,1
ATEC,-0.16072766231371857,-0.17576618879646877,3.1362616066560705,-0.00632956220450527,2.5345029762891476,0,0,-0.2772245416714116,-0.17576618879646877,3.0252167093058233,2.3980802480255403,3.119821481015284,-0.7528092439315525,1,0,-0.2772245416714116,1,0
ATHN,-0.042874711890537244,0.35838550742460895,-0.7795747886480799,0.5766883958330817,-0.9325108980276567,0,0,0.029744610294079793,0.35838550742460895,-0.04710865672941053,0.05459034862150998,0.06080876704094857,1.59034572448455,0,1,0.029744610294079793,0,1
ATRC,1.2320397462531247,1.0046654659049115,-0.3142506247528345,-0.45519474513828617,-0.17670061741145604,0,0,-0.8431837415236568,1.0046654659049115,-1.4640197459986664,-1.0665410190123135,-0.965034715889152,-0.7528092439315525,1,0,-0.8431837415236568,1,1
AUXL,0.5010142421203682,0.5461003588466772,-1.0908535476648242,-0.0034591576399397293,-0.9861561008224964,0,0,-0.9974377030078793,0.5461003588466772,-1.5320986028124013,-1.0895735657674872,-1.2166473640286217,-0.7528092439315525,1,0,-0.9974377030078793,1,0
AVAV,0.6649867752998587,0.2699923400940244,-0.03516318614619789,-0.639105270346832,-1.0267378851091822,0,0,0.03635437218834515,0.2699923400940244,-0.665523385149431,-0.5055286008260608,-1.14649752628471,1.2941251623265544,1,0,0.03635437218834515,0,1
AVEO,0.03674333466881608,-0.13189961940719452,0.9561823118687222,-0.25507187229189976,-0.8657482977407539,0,0,-0.31059942432931265,-0.13189961940719452,0.595652805527736,0.2593073136901692,0.6873638569402808,-0.7528092439315525,1,0,-0.31059942432931265,1,0
AVGO,-2.3174455045270577,-2.072030906298451,1.448252712705177,0.7396411712080281,1.6853617150876012,0,0,1.8059450236897032,-2.072030906298451,1.5210767939135732,1.0598698663383257,2.038323808724869,0.9096397719976668,1,0,1.8059450236897032,0,1
AVNC,0.3715308526451968,0.4236270281902672,-1.0353326029186214,0.02280420927882058,-0.4738094165656993,0,0,-0.616058700891929,0.4236270281902672,-1.3504678286541134,-1.0551186980518008,-0.74272441569917,-0.7528092439315525,1,0,-0.616058700891929,1,0
AVR,-0.17427894054475823,-0.1405721051750011,1.0133608408617556,0.06713869682505672,-1.3346348990137389,0,0,1.287870651876964,-0.1405721051750011,0.25831138309147506,0.19519754755794,-0.6954335357808104,0.5719554172535235,1,0,1.287870651876964,0,0
AVRX,1.7183462107724148,1.5660307069453632,0.09047781302943499,-0.40235849198977225,-1.1587199494495553,0,0,-1.360476700358667,1.5660307069453632,-1.5307968373455034,-1.1482872691028343,-1.302299160044937,-0.7528092439315525,1,0,-1.360476700358667,1,0
AWAY,-1.144205460715314,3.6056868358574574,1.3874432092073414,6.45758978730351,-1.1772608280248933,0,0,-1.6559389920342753,3.6056868358574574,1.8297019778829406,1.471720326492085,1.5452588807401508,0.8054559612036911,0,1,-1.6559389920342753,0,1
AWK,-1.910117862193062,-2.403848036734031,1.5923310258234706,-0.6040546622428924,1.475020383421579,1,0,2.448279869697009,-2.403848036734031,1.5958588503511404,1.2189443683408083,1.633199278286384,-0.7528092439315525,0,0,2.448279869697009,1,0
AYR,-0.6023505114936247,-0.14536014391615182,0.12064124709058603,0.7571328542742117,-1.0268414598411189,0,0,0.6546401460474447,-0.14536014391615182,0.35237532230574187,0.37653842448963193,0.3597122950987758,0.6771273709804052,0,1,0.6546401460474447,0,1
BAGL,0.8581755974407971,0.6816247591972318,0.9754321068424359,-0.35042675833731435,1.249355640135807,0,1,-0.20335898982503517,0.6816247591972318,0.2876802454889769,0.30937359181417906,0.5056708338491117,-0.7528092439315525,0,0,-0.20335898982503517,1,1
BAH,-1.6047247530269872,-0.7103306856882815,1.243123532787404,1.6372069222761612,-0.28417723350010576,0,0,0.7864533690615325,-0.7103306856882815,1.3551554786719044,1.0870836270577313,1.178486767042528,-0.7528092439315525,0,1,0.7864533690615325,1,1
BALT,0.3883075429700992,-0.9033418031393159,-3.6365987695437956,-1.969686888161399,-0.037798878378798605,1,0,0.7436548776462485,-0.9033418031393159,-2.3416328478916877,-1.7859697744346439,-2.440874324185401,-0.7528092439315525,0,0,0.7436548776462485,1,0
BARE,-1.2419771509279627,-0.8799325796086128,2.981402474982112,0.732014881226658,1.4796354868817736,0,0,1.1847968093188526,-0.8799325796086128,3.1039822252278833,2.5089041710549624,3.4174239404514006,2.1365492936360595,1,0,1.1847968093188526,0,1
BAS,-0.12566651972607545,-0.5645271985424865,0.4497926565796064,-0.6442638050654306,0.5156818056718032,0,0,0.8365213013173112,-0.5645271985424865,0.12810881684423456,0.12929364384831743,0.13544332233962983,2.8698824517730457,0,0,0.8365213013173112,0,1
BBBB,0.24305772508981374,0.5461003588466772,-1.1480320766578587,0.3919899048433008,-1.4691401263741088,0,0,-0.3621467794128824,0.5461003588466772,-0.3612649726251102,-0.2472710108972885,-0.254832150559707,-0.7528092439315525,0,1,-0.3621467794128824,0,1
BBG,-0.37324121852408726,-0.6151825176463733,-0.43036729561201337,-0.3227867024878687,0.4362052990218841,0,0,1.1035668595534291,-0.6151825176463733,0.652410304339111,0.4709862584813475,0.5338217853170665,1.4349567891097694,0,0,1.1035668595534291,0,1
BBND,-0.7575588655551742,-0.3616402583664919,-1.206970218524004,0.6951196104542346,0.3262604691715624,0,0,0.23979286613748108,-0.3616402583664919,-0.27698534860633545,-0.065800823251001,-0.3117467565830898,1.5170736428275353,1,0,0.23979286613748108,0,1
BBRG,0.5883980315093206,-0.2723058358375797,0.47483011738879194,-1.3121356437949578,0.13919588768169408,0,1,0.24635726333479918,-0.2723058358375797,-0.19621084751255347,-0.04409475408087579,-0.24188842566864738,-0.7528092439315525,0,0,0.24635726333479918,1,1
BBW,0.5681131463992242,0.11814724267576139,-0.39087438145049613,-0.7106622557706501,-1.3129102925575575,0,1,0.31413539711722527,0.11814724267576139,-0.6581612545053529,-0.46180287953287646,-1.2426760837806579,1.494598078599739,0,0,0.31413539711722527,0,1
BCOV,0.18371266787936602,0.6816247591972318,-0.4706917003347433,0.671673003368415,-0.46621228235176476,0,0,-0.7046225980684356,0.6816247591972318,0.8788794107531517,0.7288538829174868,1.0240450524923395,-0.7528092439315525,0,1,-0.7046225980684356,0,1
BDAY,1.9838743287534903,1.336039180687076,-1.3305833313506803,-1.0638310220511338,-0.8250660497507075,0,1,-0.8098088588657557,1.336039180687076,-1.2663104207776428,-0.6234375183967026,-1.9626329092251253,1.150219822121396,0,0,-0.8098088588657557,0,1
BDE,-0.8929271152525388,-0.6637298268170412,-1.1480320766578587,0.46597485474969186,1.0596854364041213,0,0,0.4763862794779767,-0.6637298268170412,-0.697055862571806,-0.4274311397054068,-0.6439636254851293,-0.7528092439315525,0,0,0.4763862794779767,1,0
BEAT,0.35565287367498155,0.8331370564397643,-0.8280669604506385,0.6133072204400288,0.5360441939298801,0,0,-0.31059942432931265,0.8331370564397643,-0.1802116760773186,-0.1928355479912125,-0.15319505035334843,-0.7528092439315525,0,1,-0.31059942432931265,1,0
BECN,0.18447592043822753,-0.6637298268170412,-0.10121588612299386,-1.284192724194339,-0.03439815890227211,0,0,0.4763862794779767,-0.6637298268170412,-0.5833254394547518,-0.4189203887820547,-0.8961421097594752,-0.7528092439315525,0,0,0.4763862794779767,0,0
BFAM,-0.8696261564823252,-0.2854843502372348,0.028687342300081714,0.9975106345501669,-1.91496728530024,0,0,0.7165349058276782,-0.2854843502372348,0.6560400345529288,0.49402997920295794,0.45157405870850376,1.1069540869625647,0,1,0.7165349058276782,0,1
BFRM,-0.46372734065708915,-0.2723058358375797,-0.06790481211322341,0.341221583895177,0.801698360654264,0,0,-0.3232435959524855,-0.2723058358375797,-0.6213695339052442,-0.46180287953287646,-0.7006420686984618,-0.7528092439315525,1,0,-0.3232435959524855,1,1
BHRT,0.9687180465639547,3.049266715448657,-0.3521793587721559,2.4668566795029543,-0.318404081545044,0,0,-2.9986313730030734,3.049266715448657,0.02342745792654111,-0.23158444541473394,-0.42052205507215223,-0.7528092439315525,0,1,-2.9986313730030734,1,0
BIOD,0.5775388661460639,0.6816247591972318,0.2922788626959703,0.06832344481549435,-0.2842063770136634,0,0,-0.38893366026020126,0.6816247591972318,-0.530665830795874,-0.6327748315532462,0.007141083878151605,-0.7528092439315525,1,0,-0.38893366026020126,0,1
BIOF,-0.07770128802599592,0.6120681295739193,-1.0353326029186214,0.986609198803734,-0.4971555339447113,0,0,-0.7023119438948758,0.6120681295739193,-1.283153245856314,-0.9119859026217602,-1.4051031849733062,-0.7528092439315525,1,0,-0.7023119438948758,1,1
BKC,-1.7115979015365304,-1.4302239891666115,2.468103029984427,0.6891098471981989,1.1878032432690036,0,1,1.3766174070440482,-1.4302239891666115,1.2775306185887925,0.9998812205950244,1.6292714626047509,0.8372660372385853,0,0,1.3766174070440482,0,1
BKRS,2.465262258655717,1.9411064296450606,-1.3305833313506803,-0.9306399396645026,0.5891402289940232,0,1,-1.9153792143158215,1.9411064296450606,-1.5989552934416036,-1.2087012087368967,-1.6715464467267003,0.5366786291677739,0,0,-1.9153792143158215,0,1
BLMN,-1.598203350880145,-0.8799325796086128,1.4926254727615498,1.3627033049904156,0.5760559869857725,0,1,0.4792819933125114,-0.8799325796086128,1.9188376993067207,1.3928450032313806,1.8949941157274792,-0.7528092439315525,0,0,0.4792819933125114,1,1
BLOG,0.20647754645717345,0.6816247591972318,-0.20477291540262374,0.6362859446625021,-1.2991317112454495,0,0,-0.26153726560035817,0.6816247591972318,0.40804625871674816,0.34624322846499367,0.5462275867018348,0.4963554486666855,0,1,-0.26153726560035817,0,1
BLSW,1.9251486469658978,1.4334853477216347,-0.16962810407933343,-0.8571145416687587,0.40974533705916827,0,0,-2.0270883329046074,1.4334853477216347,0.29920669360761315,0.08884302835804847,0.5524064035926441,-0.7528092439315525,0,1,-2.0270883329046074,1,1
BMTI,0.8686739070994206,0.8013818356853986,-0.43036729561201337,-0.2018237283703008,0.6408596924248708,0,0,-1.1136277761268,0.8013818356853986,-0.8358416426640342,-0.8080744827757372,-0.4020452789874805,-0.7528092439315525,1,0,-1.1136277761268,1,1
BNNY,0.7795835708173134,0.6816247591972318,0.2647195602088796,-0.23407580976493503,-0.18298644951469492,0,0,-0.14832706192242381,0.6816247591972318,-0.25498112838167136,-0.16230430358020803,-0.7006420686984618,1.2104818893370937,1,0,-0.14832706192242381,0,1
BODY,0.8826138746632844,0.6816247591972318,0.3987139368111463,-0.3864619201527337,0.2809717737897857,0,1,-0.5345878130909807,0.6816247591972318,-0.28621107273672397,-0.14719046467016295,-0.6035717721710824,-0.7528092439315525,0,0,-0.5345878130909807,1,0
BOX,0.6008202402163336,-0.2041488868237943,0.17957938895673148,-1.2299066406578274,1.1725296820330076,0,0,-0.14832706192242381,-0.2041488868237943,1.0031834299037157,0.9288377088416744,0.8859051788675062,-0.7528092439315525,0,1,-0.14832706192242381,1,1
BPI,-0.6725397592738422,-0.6637298268170412,-1.0353326029186214,0.0955629182183107,0.8277535118454087,0,0,0.25900143495796835,-0.6637298268170412,0.028324075567757418,0.04074693433655393,0.02259816953032051,-0.7528092439315525,0,1,0.25900143495796835,1,1
BRNC,0.6432293401940976,0.6533477295732252,-0.5118833627031111,-0.06948848635876256,0.11451598365909949,0,0,-0.2413813054447962,0.6533477295732252,-0.8378152100180569,-0.6141398206681972,-1.1717687821715446,1.2941251623265544,0,0,-0.2413813054447962,0,1
BSFT,0.2660666460344221,0.11486238958811539,0.319447239887761,-0.2539813570015717,-0.1340860806069749,0,0,-0.4961740947644787,0.11486238958811539,1.570171085405578,1.3279722793214759,1.783396640419625,-0.7528092439315525,0,1,-0.4961740947644787,1,0
BTRX,0.4274533131240617,0.6816247591972318,-1.9246349995698484,0.29606227995313494,-1.2216419465906265,0,0,-0.38893366026020126,0.6816247591972318,-2.0962827973206464,-1.6748944040803504,-1.302299160044937,-0.7528092439315525,1,0,-0.38893366026020126,0,0
BUN,2.4794279377635364,2.062925705602411,-0.39087438145049613,-0.7976790946897875,-0.7857173738907388,0,1,-1.78648173456683,2.062925705602411,-1.408872726480365,-1.078025723414503,-1.6951523528974553,0.7760476834178225,0,0,-1.78648173456683,0,1
BV,1.5473875811923234,-0.20194431394669157,1.6061602445854044,-2.6010027585762856,-1.6246694832135722,0,0,0.035563668711119406,-0.20194431394669157,1.2574933431906876,0.7392461418891786,0.8832203990500734,2.0253081622490683,0,1,0.035563668711119406,0,1
BWLD,1.8414467287342315,1.4334853477216347,-2.0137365754971457,-0.7428951067914196,0.8929747723834071,0,1,-0.7814774111715331,1.4334853477216347,-1.5556466938795406,-1.0437580198682794,-1.4262059266734812,1.2941251623265544,0,0,-0.7814774111715331,0,0
BWTR,0.6278670466348035,0.4236270281902672,-1.3305833313506803,-0.3662494600675122,-0.07793112778533724,1,0,-0.430484030456763,0.4236270281902672,-0.1318242805484292,-0.20053269629910075,-0.42052205507215223,1.048797997211442,0,0,-0.430484030456763,0,1
BWY,0.439726380231759,-0.2774912305412645,0.5480366769665102,-1.0944487147873425,0.8129910776594208,0,0,0.3205649215093134,-0.2774912305412645,0.2735669682581814,0.22105070716653324,0.438665317028281,-0.7528092439315525,1,0,0.3205649215093134,1,0
CAB,-0.904210020399425,0.059187894147692224,1.3246395998785008,1.5615205920088173,-0.39241834502285694,0,1,0.35813152594270153,0.059187894147692224,1.2420366129128424,1.0735133246047768,1.5816267621959175,1.7712779301065549,0,0,0.35813152594270153,0,1
CABG,0.8469594206347408,0.5461003588466772,-3.434797719877261,-0.5214316948076358,-1.4503803163351283,0,0,-1.3131266408161173,0.5461003588466772,-2.9430048233082506,-2.1832905486329777,-2.551454790816378,-0.7528092439315525,1,0,-1.3131266408161173,0,1
CADX,0.10627186254877462,0.4236270281902672,-1.0908535476648242,0.43372727313967646,0.10629385246162903,0,0,-0.7232991353962065,0.4236270281902672,-1.615503010001436,-1.2458118994299343,-1.447496808225248,-0.7528092439315525,1,0,-0.7232991353962065,1,1
CALD,0.386982396416219,0.6816247591972318,-0.8280669604506385,0.3579320979285807,-0.07416551734560968,0,0,-0.4591575526715419,0.6816247591972318,-0.20539927585041906,0.03379419107576319,0.3021646575551631,0.9512181139140561,0,1,-0.4591575526715419,0,1
CALL,0.6120297344204279,1.0046654659049115,0.09047781302943499,0.45550085190218353,0.42373330807426013,1,0,-1.028758411958823,1.0046654659049115,-1.0108091222368594,-0.7382106957878555,-0.6541692452738713,-0.7528092439315525,0,0,-1.028758411958823,0,0
CALX,-0.21388031818970857,0.3490851207631497,0.20838201409551116,0.8362694422132211,0.7824153251423903,0,0,-0.29468880777576995,0.3490851207631497,0.6857864981732087,0.505469877702744,0.37969660750219214,0.9972950556316023,1,0,-0.29468880777576995,0,1
CAP,0.7432831035906495,0.4712046839725276,0.9944903583910503,-0.47217931864927326,0.005510375648721332,0,0,-0.2378654376092918,0.4712046839725276,1.0836738028830142,0.9384272913881202,-0.11209056922152222,-0.7528092439315525,0,1,-0.2378654376092918,0,0
CARB,0.30363055795805627,0.36657360221759183,-0.10121588612299386,0.046839610422093884,-0.4125638716121535,0,0,-0.5745083306953673,0.36657360221759183,0.06486183512183678,0.047678941661886194,0.13176647573788353,-0.7528092439315525,0,1,-0.5745083306953673,1,1
