,principal component 1,principal component 2,principal component 3,principal component 1_2,principal component 2_2,principal component 3_2,Y1,Y2
44,0.09235119393499283,-0.0714138646295222,0.06788213781629462,0.1824193302988526,-0.06211697211073984,-0.03697564365798688,1,1
45,-0.2652995681252393,0.04548024785847453,0.013783610817404264,-0.16990630230401368,-0.08132928027745974,-0.014282838005081122,0,1
46,-0.13126682452714236,0.011413850437279828,0.04915240721736195,-0.057829249352343626,-0.08253606571753508,-0.011058963560878581,1,1
47,0.37048836378086497,-0.3568131653665469,-0.046875623466235174,0.1854199754066291,0.2741091429554827,0.015132989027279399,1,0
48,-0.14454485881577964,-0.0053370033987905525,0.025500698043645444,-0.020190484447270833,-0.04602971724987053,-0.04629815234271074,0,1
49,0.1600752203462579,-0.11869822944733466,0.04526217570925244,0.2650463294887834,-0.13402649213474402,-0.058260106004524304,1,1
50,-0.12579006026827372,-0.011833150586171225,0.028730822155995508,0.03481849288420209,-0.139240498564581,-0.030481293084047966,1,0
51,0.08309880854575957,0.08167115146616277,-0.10421625419569013,0.11183953071162775,-0.07274368789739445,-0.07269568236706053,0,1
52,-0.05975209721591371,-0.07758349392762524,-0.0062731569258763255,0.00847616468372198,-0.02108058669442806,-0.009505989160682687,1,0
53,-0.26540407532428956,0.04280397331311096,0.0010273667175449436,-0.19854649452924708,-0.03318947477338211,0.011918864677210561,0,1
54,-0.08811939312027314,-0.002765048855089078,0.04069078905226143,0.023198573269938714,-0.1039241368029857,-0.023906062484957784,1,0
55,-0.05977404399513844,0.048048862597643585,-0.06557339586400412,-0.05599975625382321,-0.04956116529002525,-0.012615657613971475,0,0
56,0.22260189316118859,-0.2170242066028747,-0.014482410308831314,-0.1111427482777919,0.11554128564761847,0.02689604246444457,1,0
57,-0.18771832175641173,0.02500287664665489,-0.0288854787503938,-0.1318941722927918,-0.016566595318490234,0.0038772393441324424,0,1
58,-0.22981022784589664,0.00895131546365963,0.01050679876023186,-0.15895854345563273,-0.008433137715799116,0.0455012884146369,1,0
59,-0.20678633725720574,0.008487116967091837,0.01020550095880103,-0.11067531620969608,-0.057938780082962466,-0.006094591810536039,0,1
60,0.42621235499709637,-0.054963636411533165,0.26538191485868046,0.259085012104046,0.05068567955539797,-0.028777859694716103,1,1
61,-0.24723622296663939,0.03158796805492121,0.00792775895220346,-0.18224549921575173,-0.04888798477943482,0.009260138531469304,1,1
62,-0.12953335995739435,0.03778660557035609,0.06389299258742709,0.04763858846217529,-0.1704581835258277,0.1965598726758517,1,0
63,-0.024337192877756212,-0.1007660487527574,-0.04087004222687226,-0.0206333211844924,0.14748135693095224,-0.004548834952153495,0,1
64,-0.009693674731018216,0.01584735219835431,-0.04312041535148463,0.035321489234553305,0.07738679382511876,-0.1494954248854239,0,1
65,-0.13212756297142464,0.00456889917405818,0.029561334584445424,0.0015648079661020955,-0.08855498336674864,-0.019147991475422024,0,1
66,-0.11709151129177783,-0.03940748089172676,0.029428847456086735,-0.018021120730973932,0.05614156568636984,-0.038273381944412245,0,1
67,-0.18798975141440064,0.06413601105928704,-0.012540410700093929,-0.1142911467420818,-0.04046995881143204,-0.01605399862061335,0,1
68,0.22640957123793856,0.15181981226656652,0.09211224467817998,0.12906333082785026,-0.014128504715710305,-0.02343984032629871,1,1
69,0.07478142816916387,0.22967538151079891,0.09037842425913556,0.07953954780853816,-0.08393520884970013,-0.08012359690892791,0,1
70,-0.05392911876667071,-0.06252334024794871,0.02945270782593557,0.05973714709985094,0.009659721230326159,-0.010838182031807453,0,1
71,0.4724427386280182,0.23451485345879594,0.6025482682332127,-0.04723379990752265,0.19637825754406232,-0.05629055016953921,0,1
72,-0.1935940519607006,0.060609817335935776,-0.006208766400697411,-0.2026644409343175,0.020663693249381904,0.008656521377567002,1,0
73,0.05172648381343119,0.037634145019742056,-0.04811430939868187,0.08498586961215955,0.007114839984108196,-0.014895942589799503,1,0
74,0.008363143667954076,0.06314748262821171,-0.05309525942369207,0.018779684007556918,0.005206961184496119,-0.04066651830696573,0,0
75,-0.21891933448653556,0.08179744070329986,-0.024737529174789143,-0.15307145262748797,-0.07901226100522861,-0.008198326499714229,0,1
76,-0.1533866209958085,-0.016512513272909125,0.02476164727592509,-0.07681678243609907,-0.03322407137950826,-0.0011135367192860698,1,1
77,0.13897665266897655,-0.10606695201703704,0.04730265621008769,-0.08065611796688928,0.16700652647393116,0.030855211252688818,1,0
78,0.046566340753532304,-0.07946918659759537,0.022104590022433448,0.1021649377691663,-0.057825827771677864,-0.02656725032818722,0,1
79,-0.17098457089870012,0.024816051662200057,0.03072679694662937,-0.07026754968795575,-0.10184371735294592,-0.012654860963988478,1,1
80,-0.1977724438759459,0.020773671733029044,0.005338710770533832,-0.15819887000115174,-0.006712214395515832,0.010164353382534946,0,1
81,1.2999056513830496,0.784541192936659,0.4813330218010965,-0.002519017313586761,0.29833896187808884,0.002863566261296004,0,1
82,-0.1848020281052256,0.03513313232132592,0.01924361768925759,-0.13845042764357363,0.014170877439671518,0.01370476283212972,1,1
83,-0.10007923434810656,-0.042066531664444524,0.014403236975767586,0.024617275281635386,-0.04358137140860401,-0.021759813905520415,0,1
84,0.5678638683265027,-0.32233056430513374,0.07810340683635719,0.030887572520701723,0.32110605430643213,0.04149447995391709,1,1
85,0.0937977414125342,-0.13493127743447617,0.05102215617894434,0.19651111066534796,-0.043358596158534546,-0.03582374751110388,1,1
86,0.2010865224206344,0.03184132844988765,-0.1103618021780405,0.18372209020812633,-0.015649589725203285,-0.07102615179748555,0,1
87,0.3494047527621627,0.18115924896266777,0.1163329335677975,0.20841245393585267,-0.01808901060710273,-0.033965028765357945,1,0
88,0.20434506658693785,-0.1702802486493165,0.05719713955218822,0.21885894883511783,0.10047898674040376,-0.016125304263966037,1,1
89,-0.14620758806110756,0.04357287213234691,-0.010604181600252954,-0.08535038134238447,-0.008337079879383234,0.003679865292768979,1,1
90,0.019013048439546057,-0.07838250548164236,0.04272557925995217,-0.1093309069056672,0.18711044549282296,-0.052228616013647325,0,1
91,0.08701110997234732,-0.018428135715794425,-0.07117384112401479,0.11223328038800191,0.06998227898989652,-0.008238766568370564,1,0
92,-0.2228135802804169,0.00014948172096036243,0.021323779709214726,-0.007150794569470368,-0.174742865021966,-0.030855131141853,0,0
93,1.0812852348547701,0.6994139503192932,0.30566683201088657,-0.02812491473518591,0.2476128381288129,-0.027279095300981396,0,1
94,0.5822652258992416,-0.36708592109863125,-0.1115025039262052,0.5112933994777787,-0.014659301630211105,-0.27056101519596315,0,1
95,0.7608354117294548,0.5036049763020051,0.3483614976304788,-0.011491050068778168,0.2651251712026455,-0.062029353177413975,0,0
96,0.04893479461575544,0.05429764557324646,-0.07353005445040611,-0.04913108102152248,0.11699147424170507,0.2712413096806908,0,1
97,0.20088738318857277,-0.00269438555883489,-0.0660293541356717,0.1306863956017966,0.04099847199389454,-0.015026233857239625,1,0
98,-0.12623603005054929,0.06105527608490831,0.023339134862480102,-0.10265658776538727,-0.004523518690482682,-0.01576171127881964,0,1
99,-0.12390304143928142,0.06520641712538179,0.06286200472688626,-0.2233166240552437,-0.03216969982315809,0.01701309044662593,0,1
100,-0.1201607511552222,0.006268460604840425,0.041413402826150185,-0.02814168240411879,-0.08953670576009899,-0.015807017987121936,1,1
101,-0.04258315432713916,-0.05891408424430958,0.039851432435811,0.08399770343607361,-0.025314491897062467,-0.03867868909430591,0,1
102,0.11869152331766614,0.030388239361130606,-0.08809994802007184,0.16318770577692512,-0.07160267219785024,0.24043337363174813,0,0
103,-0.04782435828438567,-0.06543157189175057,0.03058279348263744,0.014825465731433745,0.04541765937426157,-0.013130221563514566,0,1
104,0.2958742540702324,-0.05227569276953628,-0.13185395365178995,0.2177451977717082,0.05293254551283494,-0.02386470485851195,0,0
105,-0.03561829083526372,-0.06874000886518328,0.023758083981608558,0.06446347519076283,-0.016718204844512,-0.015633331505152157,1,1
106,-0.02063250508754811,-0.09705425821473404,0.0018953852678075716,0.015452812251886156,0.06406830969478591,0.002860517185711375,1,0
107,0.19308987486194268,-0.19046043438292445,0.04454127819067885,0.195626803973246,0.12274881689565142,0.19470478130163285,1,0
108,0.07074078895379513,0.07558616130292332,0.2439809337856398,0.1226872204614565,-0.028633722784205024,-0.024677579199371583,0,0
109,-0.3539050822032396,0.0983998440979219,0.010854096592064788,-0.2826135587928945,-0.13949209654848213,0.007325194498950805,1,1
110,-0.3016850517422521,0.07034472935553215,0.014884535609147868,-0.21405484917579418,-0.11058960954153974,0.04465844308906136,0,1
111,0.5628814336017424,-0.2500079926662728,0.05327668652748732,-0.02142091616510233,0.25466161249637803,0.037159824978553906,1,1
112,-0.1512479694373358,-0.048951487105682874,0.0034911137106647685,-0.11114443325180191,0.07032863536597275,0.019220076973029278,1,0
113,0.13250971340083226,-0.14325932622729837,0.02317887877927477,-0.06600422894315575,0.18869237205073136,0.032415144114130635,1,1
114,0.29035262878280177,-0.0037830522671227656,-0.087484354087949,0.23989026734198918,-0.010263470043309146,0.23736750547549867,0,1
115,0.007922663730537183,-0.12955317316269344,-0.019349290865313576,0.07902939116561218,0.03985791438322049,-0.04615800038476867,1,1
116,-0.11542767699428758,0.028529499122459268,-0.04258743183820952,-0.10711062581907321,-0.03352518683104804,0.00241479873157211,0,0
117,0.015543564890149965,-0.02120082541218178,-0.019927999633649583,0.007842100659461691,0.07105161311914852,-0.01275421478320845,0,1
118,-0.16197000131366945,0.012418473647404622,0.03830794170944912,-0.03263805758888485,-0.13421516716018791,-0.03640192007932787,0,1
119,0.14425868631831437,0.0296856142950873,-0.09179269852775017,0.08938979045999748,0.021956867731503394,-0.056052066248135766,0,1
120,0.11232284671735973,0.05797502034437659,-0.05731384353167408,0.14010671256537247,0.0025396995374098344,-0.0406809447119149,0,1
121,0.1369279382915203,-0.03511877099311381,-0.014437622534769297,0.0728784237236625,0.13467676972944354,-0.021605542586266808,1,0
122,0.1082349105573719,0.048762506633318534,-0.11433821715682863,0.08730873693127582,-0.05145259684999709,-0.024202142987086797,1,0
123,0.0050497037912537665,0.060514926467085055,-0.059232630736875014,0.021744815092920627,-0.04113562129090643,-0.014518433848325272,1,1
124,-0.2807382298101184,0.046206959118976126,0.013483546096831465,-0.19310439117546777,-0.07139761944837103,0.044602526439509446,0,0
125,-0.04003746077806906,-0.08074224853488104,0.031987562262329655,0.05566599767501428,0.04040159279842226,-0.04964913440396745,0,1
126,0.0035856799364420893,0.034052638894254264,-0.0493716221519516,0.008428322127261578,0.029854488896107142,-0.031281649976166316,1,1
127,0.0915961701680413,-0.144542674279172,0.028586920155165514,0.14056509941272835,0.10432944132116023,0.17029812854165632,1,1
128,0.16974881757475452,-0.16055669506707562,0.018596132826222172,-0.05704993097513276,0.20367911657018326,0.03356346645100227,1,1
129,-0.14240657801437043,0.02597879107155604,0.03419723536950734,-0.04169904812315521,-0.14477829155010283,-0.02196059372509321,1,1
130,-0.23204224525761516,0.061666049337689856,-0.016871102480485452,-0.1663835977586984,-0.06867000656633629,-0.0025150362667177135,0,1
131,-0.05281915972848395,-0.06095569686222792,0.01544557556753188,0.02641992567453416,-0.0613168850061184,-0.03335093597215637,0,1
132,0.0627727880884533,-0.10200757171116567,0.05495082450558148,0.19238228667442633,0.013654082139064888,-0.06740451713214338,0,1
133,0.1854072945662829,0.12096610980711035,0.11234568886797627,-0.07098187578448303,0.18647590373910217,0.012646474772228007,0,0
134,-0.05575702223671863,-0.023101074014957486,0.07196472802083755,-0.01054202071071611,-0.029595773389049056,-0.023635155273249577,0,1
135,-0.07127938637084497,0.014339938927126917,0.07891252194978007,0.012071040333944537,-0.11501332280574145,-0.02458501043987836,1,1
136,0.24002441379081269,0.02932372108341952,-0.10649111015438935,0.22527242022171132,0.024612668598200247,-0.05031325736082955,0,0
137,-0.07375742576965492,0.09655404651610411,-0.07026384609985482,0.022035198696585583,-0.08317192402442362,-0.053736734077031924,0,0
138,-0.1939385112616957,0.053583527279998794,-0.014524106028128954,-0.13497325009757094,-0.018806188123153808,-0.008057885176124125,0,1
139,0.12406555043295316,-0.14502109076846678,0.08103648691786598,-0.06945247215690084,0.16716374418394037,0.030200731884070294,1,1
140,0.03242960694638709,-0.08568776826801627,0.05252691183161881,0.10011022738403243,0.04283888132149006,-0.01072823843542388,1,0
141,0.05799320205533807,0.027735900773383053,-0.05154751150229238,0.03561326754485025,-0.0050315239382516756,-0.022296780562654918,0,0
142,0.3085302300389877,-0.01813723838924864,-0.023306827696566335,0.26891774274711927,0.16847264821829658,-0.06671601627780403,1,1
143,-0.08750748359598591,0.042424706522933266,-0.03368848162013571,-0.04845450838628065,-0.026398880418939744,-0.015182871544418145,0,0
144,0.18236371743059926,0.09305287800228472,-0.0879244248867471,0.2985180585812174,-0.11649268616188299,0.3276978946843942,1,0
145,0.0638633617521044,-0.15022482618381996,0.06432724569617429,-0.10298630857288363,0.12594547542348958,0.02757683985958404,1,0
146,0.4555482858927196,-0.2619848561819737,0.030732531869194814,0.4224066301459117,0.0006011396893421551,-0.14464533617901834,0,0
147,0.047954085418645244,-0.030710648736846622,-0.09325581314158339,0.05970884510321861,0.027906591208954692,-0.023394338337589717,0,1
148,0.02648187801370049,-0.019036010747690492,-0.06686333587921121,0.020541933296600666,0.038458110480099617,-0.001986292208537314,1,1
149,-0.1608112067209455,0.004019191677295177,0.021210605693966936,-0.012138346527163635,-0.08653820449076254,-0.06616417082885975,0,1
150,0.4941648249754386,0.27294524028444805,-0.2616224402694633,-0.1004946732898603,0.15914849218634095,0.031161642877003008,0,0
151,0.2945554617679569,0.3574039154976092,0.16391237157119323,0.26645623477702735,-0.1157158896241272,-0.0930231546311471,0,1
152,0.2959301645134093,-0.008980249672387927,-0.10969049463563818,0.18765730113395535,0.005048272249442504,-0.027634027826832525,1,1
153,-0.059746192468585334,-0.06171617846428903,-0.05272429851002535,-0.07191528863771941,0.07462156548961975,0.014998813710969483,0,1
154,-0.21197247990239057,0.05743404772154821,-0.011273311312038249,-0.14110180022747715,-0.024362238007685867,-0.00426588131687903,1,1
155,0.3080395672377138,0.1203576005077171,-0.18489820340873847,0.3691518908750392,-0.11069579889218659,-0.1540935611556409,0,1
156,-0.1301612404210492,-0.01631398673411127,0.019226463140207383,-0.01842566779929148,-0.10957614392910404,-0.03723510949936946,0,1
157,-0.1937191314247382,-0.0018567392766987729,0.019485987508923438,-0.1417413445574447,0.0100746391426847,0.013581261474822769,0,1
158,-0.007244247070693649,-0.07819145786420095,0.022765272565652014,0.11355477283092254,-0.016682468901335387,-0.04964568304173851,0,1
159,0.36305202061989983,-0.2931578987562879,-0.011782220976142004,-0.059908027290043256,0.19154947403141714,0.03237073676238461,1,1
160,-0.20294735198215708,0.07931512174294719,-0.026296017290134716,-0.15155123047408464,-0.08042536418477465,0.0005131638656444218,1,0
161,-0.05923193179410068,-0.08619469926994923,-0.006038173923958928,-0.11530481001287503,0.12170337236107975,0.02783878455868575,1,0
162,-0.21725592553208878,0.01810234018988537,0.02101540436450843,-0.10585778724157421,-0.047997954920367084,-0.02207551958201346,0,1
163,-0.0037841738985985415,0.062053828444841495,-0.06982803424983901,0.011552335754958383,-0.009559365349653287,-0.04316927873870613,0,1
164,0.024238536071013565,-0.07164584811903112,0.03787755341656829,0.06916078841883867,0.003879164370094636,-0.01306930661637196,0,0
165,0.04350975208973517,-0.057079698347430576,0.01893078578892038,0.19548610477857029,-0.07749544094413478,-0.04050401133372167,1,1
166,-0.3175115846337816,0.07906360799898685,0.015775914990007908,-0.2569578222993768,-0.10374469918735806,0.009774218849184632,1,1
167,-0.13111696518787191,0.006038739822653849,-0.018420831984695744,-0.07439037677203508,0.030381080313822625,0.000708528158001937,0,1
168,-0.12884930912418077,-0.025519131231555827,0.025927946495363306,-0.013883728981304987,-0.01983279576588528,-0.04633427743055985,0,1
169,-0.17972491634337584,0.15139765902217517,0.04358462312868182,-0.13725728668137452,-0.09681272295488873,-0.011543246295341519,0,1
170,-0.24553582651014302,0.06282739889879327,-0.01113318461575748,-0.177972476932775,-0.04829616208438015,-0.0038393553064730917,0,1
171,0.015044800330970663,-0.09778290683125593,0.04204222832179995,0.11604204552712948,0.0744196092837342,-0.00771031938130536,0,1
172,-0.06836350549809216,-0.059004511034989666,0.016382006725647505,0.03710912495688024,-0.020118889018131414,-0.01294390485465045,0,0
173,-0.21242043490185109,-0.0006649040903848768,0.007097701131192898,-0.12965043727715803,-0.012212491044670513,-0.0007756418772669922,0,1
174,0.5383105642295141,-0.08640203646081246,-0.25855856106006936,0.018381916344801463,0.3278757233437363,0.043006128773288584,1,0
175,0.09452156283190348,0.17576653308745144,-0.09179935415628407,0.15473737091865933,-0.1254859216549032,-0.0967340086928656,0,1
176,-0.19510228820934142,0.04638642675129056,0.028781242081721694,-0.15133966970891458,-0.004966146168887194,0.006690984220724087,0,1
177,-0.08181535543831842,-0.03598529709821863,-0.034193347283649055,-0.094382611305811,0.06616851188007639,0.006055987721031111,1,0
178,-0.2638768209862347,0.11029890639937939,0.0688997726752692,-0.19278599935332277,-0.12282995153784924,-0.0010040903630634845,1,0
179,-0.2171199539618183,0.05618869639275024,-0.016141875443242998,-0.1636507120681878,-0.05344462921017591,0.0028470403102619428,0,1
180,0.09696587628382447,-0.10293965289869637,0.038112745484059386,0.17376329262494364,-0.019835952975305132,-0.02924356996341463,1,1
181,0.2623052438680595,-0.16612643497525068,0.05986212081204381,-0.0406388970303388,0.21741731808211096,0.03412400124181906,1,0
182,-0.11978729338528192,0.0665682926842679,0.10446281280922656,-0.06855905943172493,-0.03911355059242874,-0.028744845731377575,0,0
183,0.33291615450068734,0.03914917447173959,-0.09649956261312373,-0.053942019833723286,0.3005356105877886,-0.07839954328715444,0,1
184,-0.11772377375011162,-0.04705228622828541,0.018129219671376744,0.0029710834472559474,-0.12568891691190653,-0.024446959869263613,1,1
185,0.5161095645538342,0.0610265714711061,-0.22655571439039585,0.43800696555192187,-0.07987722939023051,-0.07175811260901725,1,0
186,-0.252347932401095,0.08442144322511848,-0.011658195574086977,-0.19566976262170668,-0.08637463832525899,-0.005667872652166934,1,0
187,-0.3160319199725496,0.08300887408310996,0.009782616083283879,-0.23337603754594943,-0.13486674039589314,-0.0070065225457450015,0,1
188,-0.06531452131740613,-0.05970725063771514,0.0068794527546162075,0.03040895218141378,-0.011935609080280154,-0.048799986954128134,0,1
189,0.22377304097397693,0.33716001112777505,0.14759299158993158,0.22285608345951086,-0.11215607656668747,-0.09159042993117325,0,1
190,-0.16019978575374744,0.051609632179692964,0.055145811782242406,-0.04903128018064021,-0.1587773194108298,-0.02400761214731677,1,0
191,0.12886777657801157,-0.08696534696160149,-0.0830409953520451,0.07377019154243478,0.09622176133062636,0.0005385719686936159,1,0
192,0.0016128513672772637,0.025466399146061653,-0.0973372342975256,0.0028651246390397783,-0.04739202587292793,-0.013251491733233086,1,0
193,-0.0463283528089787,0.11707739260886699,-0.08644659958216684,0.07444577178455604,-0.1267368323805796,0.20925048200803295,0,1
194,-0.03207855563464756,0.028810274253545407,-0.06113761179238545,0.01678450227997691,-0.022887697368465684,-0.011182391991237077,1,1
195,0.014381447120814607,-0.09177246620051337,0.03491218523515252,0.006745803419702197,0.10128704187476999,-0.011268251943319003,1,0
196,-0.2578855377839438,0.06011008499393234,-0.004063215935998414,-0.1991199762573808,-0.06084480758306214,0.009394359879216824,1,1
197,-0.13009908912961934,0.05849807020853621,-0.03923301334945672,-0.08771329783650872,-0.0555907404036674,-0.003412001942085959,1,1
198,0.05632304757713961,0.04728182181384954,-0.09929575155594818,0.08067486576695332,-0.05022070279704347,-0.032484511870806726,0,0
199,-0.05749943391782006,-0.07538422113001247,-0.004820510733352737,0.013212775247696923,0.008826327290569133,-0.022551986485512432,0,1
200,-0.2285767469158301,0.060106566406466576,-0.01855361539363768,-0.1717715159471008,-0.061774919567628504,0.0014409193679019593,0,1
201,0.005398714956177403,-0.07185445197733742,0.03777722057601357,0.11505362016446308,-0.0324167651472284,-0.024239601470102415,1,1
202,-0.12480927632795064,-0.02561963156960242,0.021739767009738547,-0.040009521573943656,-0.010490534940779738,-0.002006551836607001,1,1
203,0.16938098138540264,0.0008376138748821941,-0.0873247277056763,-0.07328960911784314,0.18816581943765004,0.03279300912101796,1,0
204,0.2989474961714173,-0.07743769877103722,-0.2152583158200588,0.16221773494475686,-0.035098191310854496,-0.03082587071226277,1,1
205,-0.22490901366094257,0.016265624425067775,0.021303940224915684,-0.13146170337024993,-0.03809182358026526,0.004755569522860758,1,1
206,-0.08788767901940085,-0.037837583608083196,0.027962658322670017,-0.0005906348565055357,-0.019157044719695523,-0.00823136167674364,1,1
207,-0.07334274512678637,0.024031071575658966,-0.04953721774049981,-0.056206514235683104,-0.01760997878792709,-0.0013693753908362617,1,1
208,0.10338310222988166,0.00026334264201857677,-0.0865834047731605,0.12133226119129595,0.03517451133445619,-0.051523653044178004,0,1
209,-0.20867148547863398,0.08187718262496566,-0.030720090828878152,-0.12214438672982661,-0.08136372041355171,-0.010705506588777714,0,1
210,0.0537047460020282,-0.042745224864523874,0.08997066486117565,0.16737087013028476,-0.08091503799055087,-0.03710500551034478,1,1
211,-0.09772425849765816,-0.05514605488450761,0.022075338024237855,-0.040241687994029954,0.035288791370326665,0.00521232678657608,1,1
212,0.49675085748396813,-0.11400735233514946,-0.21424088399769173,-0.023855641772616485,0.26134376952850547,0.038057427197868914,1,0
213,-0.0354010196506653,-0.07618468436704674,0.030191928831831874,0.03484397184532251,0.02674706821845572,-0.005348738911911273,1,1
214,0.010617512179429498,0.018817303974410254,-0.06409385371609727,0.052963564054347205,0.05751258490245084,-0.08313239235327546,0,1
215,-0.18661703909292765,0.029142142036704132,0.05041585766064181,-0.13562398201844633,-0.011014334972714014,0.00949818939140786,1,0
216,-0.22596797722836356,0.04896625697085468,0.018943788491741727,-0.1292790994397933,-0.14495244528565998,-0.02777072925259494,0,1
217,0.25043604142041753,0.059856428177569795,-0.12758014936052825,0.2455381197790031,-0.04693593804252954,-0.06905488451660069,0,1
218,-0.090061491148572,-0.05659860951378886,0.031122098474198827,0.013416528305444672,0.07219486558833242,-0.02099679010123015,1,0
