I1,C5,C6,C5_Prime,S2_Prime,industry_3,market_cap,C6,T3,C6_Prime,industry_1,industry_2,market_cap,Y1,Y2
ANAC,0.1722986211947331,-0.5115817086609064,-1.0334465389259935,-0.06744104915881807,0,-0.2812285863512043,-0.5115817086609064,0.09135209922255315,-0.7528092439315525,1,0,-0.2812285863512043,1,1
ANFI,-0.19233029037423097,-0.13189961940719452,0.10879225322774316,-1.6408031234843035,0,-0.12974452645241566,-0.13189961940719452,0.8896419404078939,-0.7528092439315525,1,0,-0.12974452645241566,1,0
ANGI,-0.7257853322580884,-0.1007390489044404,1.028089629505518,-1.1026614516653435,0,0.09252983519494812,-0.1007390489044404,0.6663560316404014,0.9972950556316023,0,1,0.09252983519494812,0,1
ANGO,1.3218654220658637,2.103247656181753,0.8303495808246356,-0.8578644623890318,0,-0.6849133711108305,2.103247656181753,-1.316385515878539,-0.7528092439315525,1,0,-0.6849133711108305,1,1
AONE,-1.377231042122458,-1.5737194682338094,-0.1446411786010529,0.8162003071552855,0,0.7016201245486496,-1.5737194682338094,0.36971505389616144,2.515723695068846,1,0,0.7016201245486496,0,1
AOSL,0.410115283225038,0.6572734205140915,0.2889884381456289,0.3164779478328074,0,-0.110781978808742,0.6572734205140915,0.10200605984379352,-0.7528092439315525,1,0,-0.110781978808742,0,0
APEI,0.7479380777253177,0.774219944737924,-0.060016511214412684,-0.7449122834659392,0,0.16437148883877054,0.774219944737924,-0.38889896246418854,0.9813841358642205,0,1,0.16437148883877054,0,1
APKT,-0.749070997002484,-0.45324422919855434,0.5433554119858375,0.5105278011979589,0,0.19991541052173736,-0.45324422919855434,0.5809333905423003,2.0899385858837576,1,0,0.19991541052173736,0,1
ARAY,-0.6517254071616391,-0.8799325796086128,-0.2734350188014964,-0.81244256520942,0,0.6017262532402043,-0.8799325796086128,0.185208692592668,0.47209366398183933,1,0,0.6017262532402043,0,1
ARBX,0.29403889994771115,0.3044597667532418,-0.02624681417748235,-0.3325764701625183,0,0.8255723316610224,0.3044597667532418,-1.0990747287748077,1.452184002599589,0,1,0.8255723316610224,0,1
ARCL,0.24620243796797847,0.36657360221759183,0.1355498540302548,-1.778282758092426,0,0.005577458518268879,0.36657360221759183,0.8461437316388059,0.5092343430875012,0,1,0.005577458518268879,0,1
ARCO,-2.1945769762173346,-2.6637311435984716,-0.5389872853290686,-0.11752789189100132,0,1.142080286989519,-2.6637311435984716,0.8992065818801339,1.644857134950338,0,0,1.142080286989519,0,1
AREX,0.562929911613015,0.08485600143092117,-0.7508183947479562,-0.006339771801969429,0,-0.08013892886765513,0.08485600143092117,-1.055271192142968,-0.7528092439315525,0,0,-0.08013892886765513,1,1
ARII,0.5429703381409365,-0.05506165087114349,-0.9237135174751401,1.608311052175233,0,0.22914918698816542,-0.05506165087114349,1.2038474508506225,1.7207825819455755,1,0,0.22914918698816542,0,1
ARP,-0.4172964626676683,-0.6493769972530657,-0.30329876785556603,0.8410605960657542,0,0.2023225759572532,-0.6493769972530657,0.1386080622716257,-0.7528092439315525,0,1,0.2023225759572532,1,1
ARST,-0.01664873147107854,0.23699022431757372,0.3629306780710288,0.13471694818249186,0,-0.2872581926075682,0.23699022431757372,0.7816051026600883,-0.7528092439315525,0,1,-0.2872581926075682,1,0
ARTE,0.8629465031645942,0.8013818356853986,-0.19337545593219052,0.23742010099283548,0,-0.5224004780294615,0.8013818356853986,-0.9327117485003109,-0.7528092439315525,1,0,-0.5224004780294615,1,1
ARUN,-1.0751867781970905,0.026955655602019058,1.8070756930393397,-0.7953685186948232,0,-0.010104183970274717,0.026955655602019058,0.1568212887680157,1.6740998508517144,1,0,-0.010104183970274717,0,1
ASPV,-0.0946662354137912,0.17078496704802426,0.3919885647525342,1.0019291649715838,0,-0.03696467926604207,0.17078496704802426,-2.0494339533476817,-0.7528092439315525,1,0,-0.03696467926604207,1,1
ATEC,-0.16072766231371857,-0.17576618879646877,-0.00632956220450527,2.5345029762891476,0,-0.14375748187325205,-0.17576618879646877,3.0252167093058233,-0.7528092439315525,1,0,-0.14375748187325205,1,0
ATHN,-0.042874711890537244,0.35838550742460895,0.5766883958330817,-0.9325108980276567,0,0.28820428174342244,0.35838550742460895,-0.04710865672941053,1.59034572448455,0,1,0.28820428174342244,0,1
ATRC,1.2320397462531247,1.0046654659049115,-0.45519474513828617,-0.17670061741145604,0,-0.31688277886741645,1.0046654659049115,-1.4640197459986664,-0.7528092439315525,1,0,-0.31688277886741645,1,1
AUXL,0.5010142421203682,0.5461003588466772,-0.0034591576399397293,-0.9861561008224964,0,-0.4716639701701738,0.5461003588466772,-1.5320986028124013,-0.7528092439315525,1,0,-0.4716639701701738,1,0
AVAV,0.6649867752998587,0.2699923400940244,-0.639105270346832,-1.0267378851091822,0,0.14285933018784214,0.2699923400940244,-0.665523385149431,1.2941251623265544,1,0,0.14285933018784214,0,1
AVEO,0.03674333466881608,-0.13189961940719452,-0.25507187229189976,-0.8657482977407539,0,-0.15767767125464507,-0.13189961940719452,0.595652805527736,-0.7528092439315525,1,0,-0.15767767125464507,1,0
AVGO,-2.3174455045270577,-2.072030906298451,0.7396411712080281,1.6853617150876012,0,0.789885936429885,-2.072030906298451,1.5210767939135732,0.9096397719976668,1,0,0.789885936429885,0,1
AVNC,0.3715308526451968,0.4236270281902672,0.02280420927882058,-0.4738094165656993,0,-0.2890682422535855,0.4236270281902672,-1.3504678286541134,-0.7528092439315525,1,0,-0.2890682422535855,1,0
AVR,-0.17427894054475823,-0.1405721051750011,0.06713869682505672,-1.3346348990137389,0,0.4828717708931185,-0.1405721051750011,0.25831138309147506,0.5719554172535235,1,0,0.4828717708931185,0,0
AVRX,1.7183462107724148,1.5660307069453632,-0.40235849198977225,-1.1587199494495553,0,-0.6549074915885204,1.5660307069453632,-1.5307968373455034,-0.7528092439315525,1,0,-0.6549074915885204,1,0
AWAY,-1.144205460715314,3.6056868358574574,6.45758978730351,-1.1772608280248933,0,-0.5630054312307475,3.6056868358574574,1.8297019778829406,0.8054559612036911,0,1,-0.5630054312307475,0,1
AWK,-1.910117862193062,-2.403848036734031,-0.6040546622428924,1.475020383421579,1,1.0254795660988474,-2.403848036734031,1.5958588503511404,-0.7528092439315525,0,0,1.0254795660988474,1,0
AYR,-0.6023505114936247,-0.14536014391615182,0.7571328542742117,-1.0268414598411189,0,0.3234464620187278,-0.14536014391615182,0.35237532230574187,0.6771273709804052,0,1,0.3234464620187278,0,1
BAGL,0.8581755974407971,0.6816247591972318,-0.35042675833731435,1.249355640135807,0,-0.10530953998973393,0.6816247591972318,0.2876802454889769,-0.7528092439315525,0,0,-0.10530953998973393,1,1
BAH,-1.6047247530269872,-0.7103306856882815,1.6372069222761612,-0.28417723350010576,0,0.37107481593794606,-0.7103306856882815,1.3551554786719044,-0.7528092439315525,0,1,0.37107481593794606,1,1
BALT,0.3883075429700992,-0.9033418031393159,-1.969686888161399,-0.037798878378798605,1,0.2967177562162441,-0.9033418031393159,-2.3416328478916877,-0.7528092439315525,0,0,0.2967177562162441,1,0
BARE,-1.2419771509279627,-0.8799325796086128,0.732014881226658,1.4796354868817736,0,0.580864162963456,-0.8799325796086128,3.1039822252278833,2.1365492936360595,1,0,0.580864162963456,0,1
BAS,-0.12566651972607545,-0.5645271985424865,-0.6442638050654306,0.5156818056718032,0,0.3698501689576355,-0.5645271985424865,0.12810881684423456,2.8698824517730457,0,0,0.3698501689576355,0,1
BBBB,0.24305772508981374,0.5461003588466772,0.3919899048433008,-1.4691401263741088,0,-0.02248590469522012,0.5461003588466772,-0.3612649726251102,-0.7528092439315525,0,1,-0.02248590469522012,0,1
BBG,-0.37324121852408726,-0.6151825176463733,-0.3227867024878687,0.4362052990218841,0,0.5193429258683139,-0.6151825176463733,0.652410304339111,1.4349567891097694,0,0,0.5193429258683139,0,1
BBND,-0.7575588655551742,-0.3616402583664919,0.6951196104542346,0.3262604691715624,0,0.19832446135171153,-0.3616402583664919,-0.27698534860633545,1.5170736428275353,1,0,0.19832446135171153,0,1
BBRG,0.5883980315093206,-0.2723058358375797,-1.3121356437949578,0.13919588768169408,0,0.14057574656178584,-0.2723058358375797,-0.19621084751255347,-0.7528092439315525,0,0,0.14057574656178584,1,1
BBW,0.5681131463992242,0.11814724267576139,-0.7106622557706501,-1.3129102925575575,0,0.211471236695394,0.11814724267576139,-0.6581612545053529,1.494598078599739,0,0,0.211471236695394,0,1
BCOV,0.18371266787936602,0.6816247591972318,0.671673003368415,-0.46621228235176476,0,-0.21201048425507138,0.6816247591972318,0.8788794107531517,-0.7528092439315525,0,1,-0.21201048425507138,0,1
BDAY,1.9838743287534903,1.336039180687076,-1.0638310220511338,-0.8250660497507075,0,-0.33994924559244394,1.336039180687076,-1.2663104207776428,1.150219822121396,0,0,-0.33994924559244394,0,1
BDE,-0.8929271152525388,-0.6637298268170412,0.46597485474969186,1.0596854364041213,0,0.17059107722683392,-0.6637298268170412,-0.697055862571806,-0.7528092439315525,0,0,0.17059107722683392,1,0
BEAT,0.35565287367498155,0.8331370564397643,0.6133072204400288,0.5360441939298801,0,-0.16457488386992383,0.8331370564397643,-0.1802116760773186,-0.7528092439315525,0,1,-0.16457488386992383,1,0
BECN,0.18447592043822753,-0.6637298268170412,-1.284192724194339,-0.03439815890227211,0,0.09537638641358712,-0.6637298268170412,-0.5833254394547518,-0.7528092439315525,0,0,0.09537638641358712,0,0
BFAM,-0.8696261564823252,-0.2854843502372348,0.9975106345501669,-1.91496728530024,0,0.39723723507732733,-0.2854843502372348,0.6560400345529288,1.1069540869625647,0,1,0.39723723507732733,0,1
BFRM,-0.46372734065708915,-0.2723058358375797,0.341221583895177,0.801698360654264,0,-0.1334295986748391,-0.2723058358375797,-0.6213695339052442,-0.7528092439315525,1,0,-0.1334295986748391,1,1
BHRT,0.9687180465639547,3.049266715448657,2.4668566795029543,-0.318404081545044,0,-1.3391617715950745,3.049266715448657,0.02342745792654111,-0.7528092439315525,0,1,-1.3391617715950745,1,0
BIOD,0.5775388661460639,0.6816247591972318,0.06832344481549435,-0.2842063770136634,0,0.49830947963666067,0.6816247591972318,-0.530665830795874,-0.7528092439315525,1,0,0.49830947963666067,0,1
BIOF,-0.07770128802599592,0.6120681295739193,0.986609198803734,-0.4971555339447113,0,0.6028785754496554,0.6120681295739193,-1.283153245856314,-0.7528092439315525,1,0,0.6028785754496554,1,1
BKC,-1.7115979015365304,-1.4302239891666115,0.6891098471981989,1.1878032432690036,0,0.5839890269169297,-1.4302239891666115,1.2775306185887925,0.8372660372385853,0,0,0.5839890269169297,0,1
BKRS,2.465262258655717,1.9411064296450606,-0.9306399396645026,0.5891402289940232,0,-0.8204377853135029,1.9411064296450606,-1.5989552934416036,0.5366786291677739,0,0,-0.8204377853135029,0,1
BLMN,-1.598203350880145,-0.8799325796086128,1.3627033049904156,0.5760559869857725,0,0.23683478405500427,-0.8799325796086128,1.9188376993067207,-0.7528092439315525,0,0,0.23683478405500427,1,1
BLOG,0.20647754645717345,0.6816247591972318,0.6362859446625021,-1.2991317112454495,0,0.0346987333034567,0.6816247591972318,0.40804625871674816,0.4963554486666855,0,1,0.0346987333034567,0,1
BLSW,1.9251486469658978,1.4334853477216347,-0.8571145416687587,0.40974533705916827,0,-0.19100917567364037,1.4334853477216347,0.29920669360761315,-0.7528092439315525,0,1,-0.19100917567364037,1,1
BMTI,0.8686739070994206,0.8013818356853986,-0.2018237283703008,0.6408596924248708,0,-0.49036652035211914,0.8013818356853986,-0.8358416426640342,-0.7528092439315525,1,0,-0.49036652035211914,1,1
BNNY,0.7795835708173134,0.6816247591972318,-0.23407580976493503,-0.18298644951469492,0,0.19273254657011848,0.6816247591972318,-0.25498112838167136,1.2104818893370937,1,0,0.19273254657011848,0,1
BODY,0.8826138746632844,0.6816247591972318,-0.3864619201527337,0.2809717737897857,0,-0.2538939647323582,0.6816247591972318,-0.28621107273672397,-0.7528092439315525,0,0,-0.2538939647323582,1,0
BOX,0.6008202402163336,-0.2041488868237943,-1.2299066406578274,1.1725296820330076,0,-0.045246100726736675,-0.2041488868237943,1.0031834299037157,-0.7528092439315525,0,1,-0.045246100726736675,1,1
BPI,-0.6725397592738422,-0.6637298268170412,0.0955629182183107,0.8277535118454087,0,0.11315045775352389,-0.6637298268170412,0.028324075567757418,-0.7528092439315525,0,1,0.11315045775352389,1,1
BRNC,0.6432293401940976,0.6533477295732252,-0.06948848635876256,0.11451598365909949,0,-0.0908598363393727,0.6533477295732252,-0.8378152100180569,1.2941251623265544,0,0,-0.0908598363393727,0,1
BSFT,0.2660666460344221,0.11486238958811539,-0.2539813570015717,-0.1340860806069749,0,-0.2728905571999093,0.11486238958811539,1.570171085405578,-0.7528092439315525,0,1,-0.2728905571999093,1,0
BTRX,0.4274533131240617,0.6816247591972318,0.29606227995313494,-1.2216419465906265,0,-0.20288676016866472,0.6816247591972318,-2.0962827973206464,-0.7528092439315525,1,0,-0.20288676016866472,0,0
BUN,2.4794279377635364,2.062925705602411,-0.7976790946897875,-0.7857173738907388,0,-0.742114503502238,2.062925705602411,-1.408872726480365,0.7760476834178225,0,0,-0.742114503502238,0,1
BV,1.5473875811923234,-0.20194431394669157,-2.6010027585762856,-1.6246694832135722,0,0.1324722871455602,-0.20194431394669157,1.2574933431906876,2.0253081622490683,0,1,0.1324722871455602,0,1
BWLD,1.8414467287342315,1.4334853477216347,-0.7428951067914196,0.8929747723834071,0,-0.5332063330190953,1.4334853477216347,-1.5556466938795406,1.2941251623265544,0,0,-0.5332063330190953,0,0
BWTR,0.6278670466348035,0.4236270281902672,-0.3662494600675122,-0.07793112778533724,1,-0.06502871510457135,0.4236270281902672,-0.1318242805484292,1.048797997211442,0,0,-0.06502871510457135,0,1
BWY,0.439726380231759,-0.2774912305412645,-1.0944487147873425,0.8129910776594208,0,0.10343248619189065,-0.2774912305412645,0.2735669682581814,-0.7528092439315525,1,0,0.10343248619189065,1,0
CAB,-0.904210020399425,0.059187894147692224,1.5615205920088173,-0.39241834502285694,0,0.24682345049471294,0.059187894147692224,1.2420366129128424,1.7712779301065549,0,0,0.24682345049471294,0,1
CABG,0.8469594206347408,0.5461003588466772,-0.5214316948076358,-1.4503803163351283,0,-0.5452413291461276,0.5461003588466772,-2.9430048233082506,-0.7528092439315525,1,0,-0.5452413291461276,0,1
CADX,0.10627186254877462,0.4236270281902672,0.43372727313967646,0.10629385246162903,0,-0.3162590271834685,0.4236270281902672,-1.615503010001436,-0.7528092439315525,1,0,-0.3162590271834685,1,1
CALD,0.386982396416219,0.6816247591972318,0.3579320979285807,-0.07416551734560968,0,-0.12654520821830736,0.6816247591972318,-0.20539927585041906,0.9512181139140561,0,1,-0.12654520821830736,0,1
CALL,0.6120297344204279,1.0046654659049115,0.45550085190218353,0.42373330807426013,1,-0.4874811267047816,1.0046654659049115,-1.0108091222368594,-0.7528092439315525,0,0,-0.4874811267047816,0,0
CALX,-0.21388031818970857,0.3490851207631497,0.8362694422132211,0.7824153251423903,0,-0.08451515717771367,0.3490851207631497,0.6857864981732087,0.9972950556316023,1,0,-0.08451515717771367,0,1
CAP,0.7432831035906495,0.4712046839725276,-0.47217931864927326,0.005510375648721332,0,-0.12578691369038747,0.4712046839725276,1.0836738028830142,-0.7528092439315525,0,1,-0.12578691369038747,0,0
CARB,0.30363055795805627,0.36657360221759183,0.046839610422093884,-0.4125638716121535,0,-0.1783754085590951,0.36657360221759183,0.06486183512183678,-0.7528092439315525,0,1,-0.1783754085590951,1,1
CATM,-0.2879667886327,-0.5115817086609064,-0.303470705965007,-0.00953511126971432,0,-0.007009484166733653,-0.5115817086609064,1.7397536251565664,-0.7528092439315525,0,1,-0.007009484166733653,1,0
CBEY,0.22232843876554717,0.39310036371470997,0.20994361089506053,2.0618383002232137,1,-0.19935990015488364,0.39310036371470997,1.0816850639654259,-0.7528092439315525,0,0,-0.19935990015488364,1,0
CBOU,0.5875785528224684,0.5831506227424572,-0.0829055404097139,0.10457983195093981,0,-0.22350516463316542,0.5831506227424572,-0.4953983716347255,-0.7528092439315525,0,0,-0.22350516463316542,0,0
CCO,-2.717630115893688,-1.829110612671759,1.9303891109319897,0.9549074204756854,0,0.7574555865974026,-1.829110612671759,0.46857374304998245,-0.7528092439315525,0,1,0.7574555865974026,1,1
CDL,-1.5955077435980112,-1.275137226528628,0.7311572477544183,-0.007270085314711347,1,0.6005477409502343,-1.275137226528628,-0.2804080848463149,0.7760476834178225,0,0,0.6005477409502343,0,1
CDM,1.6955395233399446,2.9011193131541844,1.2611689705447908,0.2699797621081482,0,-1.2753192403329967,2.9011193131541844,-0.30795948599225126,-0.7528092439315525,0,1,-1.2753192403329967,1,1
CE,-1.9012402120621898,-2.237848093732804,-0.32833190436221366,2.4682611230355826,0,0.8492087948391935,-2.237848093732804,2.3018794833073946,-0.7528092439315525,1,0,0.8492087948391935,1,0
CEMP,0.5537178956862916,-0.03909335383671838,-0.9166735992485667,0.2945697765400118,0,-0.3613141623073096,-0.03909335383671838,0.6440419304018071,-0.7528092439315525,1,0,-0.3613141623073096,1,1
CENF,0.703505480628922,-0.05506165087114349,-1.1650224600887997,0.9323442227160039,1,0.10612984255160392,-0.05506165087114349,-0.4135047203432633,0.9096397719976668,0,0,0.10612984255160392,0,1
CERE,0.33175074063018467,0.6816247591972318,0.4426850079579094,-0.9338278168101122,0,0.7168900121397641,0.6816247591972318,0.8471522115533955,-0.7528092439315525,0,0,0.7168900121397641,1,1
CF,-0.7131227828742529,-2.019150117195659,-2.0348563833227993,-0.4445832290092915,0,0.06287354836915623,-2.019150117195659,0.5154282421257474,-0.7528092439315525,1,0,0.06287354836915623,0,0
CFX,-0.36800899626218647,-1.078369242176209,-1.0520475191257002,1.8759336143916778,0,0.537688993781576,-1.078369242176209,0.32417288586819376,1.2505600737322131,1,0,0.537688993781576,0,1
CGTK,0.1963341132588715,0.4236270281902672,0.29324439097823213,0.02928204472861807,0,0.6544617825223683,0.4236270281902672,-2.4853407342320417,0.8718436709704577,1,0,0.6544617825223683,0,1
CHEF,0.49601461063617147,-0.13189961940719452,-0.965043721287227,0.08565724288311817,0,0.13503064513445162,-0.13189961940719452,-0.6334724520280013,-0.7528092439315525,0,0,0.13503064513445162,0,1
CLAY,0.5788521744755175,0.11486238958811539,-0.7315960913976524,0.2691627419208042,0,0.13503064513445162,0.11486238958811539,-0.08191766807549994,0.8372660372385853,0,1,0.13503064513445162,0,1
CLD,-0.038999412592985755,-1.6714319561541646,-2.5438315436699748,2.305189439322784,0,0.6003581139818553,-1.6714319561541646,1.3415330386794648,-0.7528092439315525,0,0,0.6003581139818553,1,0
CLU,0.5306205334422832,-0.0229130200519713,-0.8581659655632203,-1.5721896756114337,0,-0.07002774194934722,-0.0229130200519713,0.34478981828481303,-0.7528092439315525,1,0,-0.07002774194934722,1,0
CLUB,0.2029809297493922,-0.12443124946675108,-0.5040590060714121,-0.28823372224284904,0,0.010327735167249186,-0.12443124946675108,-0.4674237093097543,-0.7528092439315525,0,1,0.010327735167249186,1,1
CLWR,-1.7138496623082147,-1.3809153268157333,0.7735298390499153,0.5889979304104516,1,0.6879388903578254,-1.3809153268157333,0.4477716966396636,0.6362494591587579,0,0,0.6879388903578254,0,0
CML,0.035627173984273654,0.4236270281902672,0.5446235726355352,0.643497507278738,0,0.09565113098953469,0.4236270281902672,0.41384560720632435,1.6923479728401933,0,1,0.09565113098953469,0,1
CMP,0.014556735392700604,-0.7551290246479072,-1.1586856330338748,0.2249942406076427,0,0.2386348183967339,-0.7551290246479072,-0.1300867246350246,-0.7528092439315525,0,0,0.2386348183967339,1,1
CNSL,0.03494477235165446,-0.8533475372851008,-1.3431011155086756,1.1860734527513468,1,0.2739184200244157,-0.8533475372851008,1.4918798909996753,-0.7528092439315525,0,0,0.2739184200244157,1,1
CNVO,0.7908243167795853,0.644226934445411,-0.3023198979981662,-0.13593893183620273,0,-0.3472531042025879,0.644226934445411,0.8412636858971001,-0.7528092439315525,0,1,-0.3472531042025879,1,1
CNVX,0.1693988130531545,0.4236270281902672,0.3351545945356529,-0.42567378240258497,0,0.27383033531056805,0.4236270281902672,-2.194951641784403,-0.7528092439315525,1,0,0.27383033531056805,1,1
COGT,-1.117811770071109,-1.0276033928970503,0.2846877167534412,0.1438266215944759,0,0.4515209040677813,-1.0276033928970503,-0.192646643367509,1.048797997211442,0,1,0.4515209040677813,0,1
COLY,0.2618138059351941,0.4236270281902672,0.19173099554012638,-0.019133451327876767,0,-0.009793740302724646,0.4236270281902672,-1.0281444212679829,0.8718436709704577,1,0,-0.009793740302724646,0,1
COMV,0.7121155254823776,0.59859897356883,-0.2482960106973013,0.1482716786176365,0,0.009049270046202852,0.59859897356883,0.20742921627288471,1.2505600737322131,1,0,0.009049270046202852,0,1
CONN,0.39134676320507183,0.9508060253416764,0.7179395066259254,0.9723207541405913,0,-0.3318096629158682,0.9508060253416764,0.21717013358025855,0.9512181139140561,0,0,-0.3318096629158682,0,0
CONR,-0.0463162754463242,0.4236270281902672,0.6740358421830339,2.1348052416004464,0,-0.16507172272274018,0.4236270281902672,-1.9357490742741248,0.9972950556316023,1,0,-0.16507172272274018,0,1
CORT,0.37822147248854304,0.8331370564397643,0.5786963381166788,1.049927782582933,0,-0.32702531810091773,0.8331370564397643,-2.831976386394171,-0.7528092439315525,1,0,-0.32702531810091773,1,1
CPII,0.8304711903733035,0.19799369593246952,-0.9881376405565448,-0.4012340349966018,0,0.04065184760175703,0.19799369593246952,0.89327420404857,0.8054559612036911,1,0,0.04065184760175703,0,0
CPIX,0.3314165546301161,0.6816247591972318,0.44319893561730056,-1.279133980561971,0,-0.14042355980138907,0.6816247591972318,-0.6523481927005766,1.2941251623265544,1,0,-0.14042355980138907,0,0
CPX,-1.002213246505569,-1.477409024218958,-0.6376897847344289,0.04023513195003714,0,0.7901524084742773,-1.477409024218958,0.37458934772436003,0.6560958362690205,0,0,0.7901524084742773,0,1
CRDC,1.5525802296793685,1.2019387872903664,-0.6464625791776426,-0.22681385813028715,0,-0.5108094562271459,1.2019387872903664,-0.9810190644456401,-0.7528092439315525,1,0,-0.5108094562271459,1,1
