I1,C4,S2,T1,T3_Prime,C4,C6_Prime,industry_1,industry_2,Y1,Y2
AVEO,0.049754821648229856,4.584967478670572,6.1070228877422545,0.814628768650056,0.049754821648229856,0.0,1,0,1,0
AVGO,0.059353423385064455,5.780743515792329,6.733401891837359,0.7798103488203925,0.059353423385064455,1.9258567855541788,1,0,0,1
AVNC,0.08987183041029774,3.9318256327243257,5.58724865840025,0.8156897590768418,0.08987183041029774,0.0,1,0,1,0
AVR,-0.01458233982616616,4.31748811353631,6.16541785423142,0.7905701191836413,-0.01458233982616616,1.5346678229284634,1,0,0,0
AVRX,-0.02469393686831301,3.6375861597263857,5.598421958998375,0.8259265851825482,-0.02469393686831301,0.0,1,0,1,0
AWAY,0.01929958934297418,5.056245805348308,6.659293919683638,0.6978010354659582,0.01929958934297418,1.805165505978112,0,1,0,1
AWK,0.00430373527330501,5.700443573390687,6.663132695990803,0.851139757712785,0.00430373527330501,0.0,0,0,1,0
AYR,0.012708623146163443,4.430816798843313,6.304448802421981,0.8249639268665344,0.012708623146163443,1.6565038123598101,0,1,0,1
BAGL,0.002046754742247154,5.117993812416755,6.248042874508429,0.8335026647997105,0.002046754742247154,0.0,0,0,1,1
BAH,-0.012062164680420817,5.087596335232384,6.448889394146858,0.7885881934652157,-0.012062164680420817,0.0,0,1,1,1
BALT,0.04638015077402592,3.6109179126442243,5.19295685089021,0.9255431231692776,0.04638015077402592,0.0,0,0,1,0
BARE,0.050890498603735436,6.354370040797351,7.158513997329321,0.768595820125182,0.050890498603735436,3.3471647504108475,1,0,0,1
BAS,0.01076544990065678,4.844187086458591,6.306275286948016,0.7987364709596252,0.01076544990065678,4.196691337474689,0,0,0,1
BBBB,0.00549637470275211,4.02535169073515,5.961005339623274,0.7946971336072078,0.00549637470275211,0.0,0,1,0,1
BBG,0.019731083271667373,5.0238805208462765,6.386879319362645,0.8056874407030415,0.019731083271667373,2.5344079845856546,0,0,0,1
BBND,-0.061579848740387674,4.61512051684126,5.958424693029782,0.8112082756072186,-0.061579848740387674,2.6295358943292957,1,0,0,1
BBRG,0.03611721593918047,4.59511985013459,6.1463292576688975,0.8002458676102617,0.03611721593918047,0.0,0,0,1,1
BBW,0.010983105662161895,3.9512437185814275,5.87493073085203,0.80266852029021,0.010983105662161895,2.6034991753306884,0,0,0,1
BCOV,0.051526532500396634,4.812184355372417,6.428105272684596,0.8340659102471214,0.051526532500396634,0.0,0,1,0,1
BDAY,0.018065909915302072,3.871201010907891,5.697093486505405,0.7890038474116144,0.018065909915302072,2.2045556915418465,0,0,0,1
BDE,0.03228429921272611,4.672828834461906,5.811140992976701,0.8212508524935692,0.03228429921272611,0.0,0,0,1,0
BEAT,-0.03834154622795221,4.727387818712341,6.171700597410915,0.7991520888451564,-0.03834154622795221,0.0,0,1,1,0
BECN,0.019835982850230017,4.382026634673881,5.968707559985366,0.8065726886207204,0.019835982850230017,0.0,0,0,0,0
BFAM,0.010500794785178772,4.343805421853684,6.1463292576688975,0.7142109534256729,0.010500794785178772,2.1544346900318834,0,1,0,1
BFRM,0.0111853044880828,4.605170185988092,6.003887067106539,0.8487196974393949,0.0111853044880828,0.0,1,0,1,1
BHRT,-0.016128119258393494,4.5217885770490405,5.924255797414532,0.8271880940582961,-0.016128119258393494,0.0,0,1,1,0
BIOD,0.003353816539135266,4.30406509320417,5.765191102784844,0.8397414588013128,0.003353816539135266,0.0,1,0,0,1
BIOF,0.0033405857511660856,3.912023005428146,5.521460917862246,0.8823603879572864,0.0033405857511660856,0.0,1,0,1,1
BKC,-0.05797847449374761,5.5254529391317835,6.405228458030842,0.7816582517431837,-0.05797847449374761,1.8420157493201932,0,0,0,1
BKRS,-0.045701373246791265,4.189654742026425,5.634789603169249,0.7812404322159412,-0.045701373246791265,1.4938015821857216,0,0,0,1
BLMN,0.02181132592841911,5.6240175061873385,6.580639137284949,0.7276433493986757,0.02181132592841911,0.0,0,0,1,1
BLOG,-0.002117746190072883,4.3694478524670215,6.322565239927284,0.8211210466654648,-0.002117746190072883,1.4470893702387337,0,1,0,1
BLSW,0.009750672113699626,4.852030263919617,6.139884552226255,0.8430054469694572,0.009750672113699626,0.0,0,1,1,1
BMTI,-0.02372061747056409,4.477336814478207,5.945420608606575,0.8345045733404752,-0.02372061747056409,0.0,1,0,1,1
BNNY,0.0645993451786608,4.532599493153256,5.8377304471659395,0.706122848329284,0.0645993451786608,2.274366019525953,1,0,0,1
BODY,0.02105232914807478,4.605170185988092,5.937536205082426,0.7983044992935598,0.02105232914807478,0.0,0,0,1,0
BOX,0.051102896447133964,5.4116460518550396,6.513230110912307,0.7809924213988023,0.051102896447133964,0.0,0,1,1,1
BPI,0.07222780488186492,4.882801922586371,6.100318952020064,0.8314102901501367,0.07222780488186492,0.0,0,1,1,1
BRNC,-0.017173041723842902,4.343805421853684,5.8522024797744745,0.78071486226469,-0.017173041723842902,2.371262202993375,0,0,0,1
BSFT,0.0418707113204849,5.198497031265826,6.734591659972948,0.824397079530046,0.0418707113204849,0.0,0,1,1,0
BTRX,-0.030411457792077785,3.367295829986474,5.3612921657094255,0.8681225882360524,-0.030411457792077785,0.0,1,0,0,0
BUN,0.033593111500030436,3.8501476017100584,5.726847747587197,0.7529464460681391,0.033593111500030436,1.7710976153043514,0,0,0,1
BV,0.03382320623002174,4.700480365792417,6.2422232654551655,0.6790823367149263,0.03382320623002174,3.218297948685433,0,1,0,1
BWLD,-0.023035852320323243,4.343805421853684,5.707110264748875,0.7197054942420008,-0.023035852320323243,2.371262202993375,0,0,0,0
BWTR,-0.02372061747056409,4.5217885770490405,6.1224928095143865,0.8505930329795395,-0.02372061747056409,2.087064022423232,0,0,0,1
BWY,-0.013719046092875624,4.983606621708336,6.214608098422191,0.8187780373724785,-0.013719046092875624,0.0,1,0,1,0
CAB,0.030198862266011022,4.983606621708336,6.51471269087253,0.8285667324128863,0.030198862266011022,2.924017738212866,0,0,0,1
CABG,0.025837184637571033,2.995732273553991,5.043425116919247,0.8041251327131391,0.025837184637571033,0.0,1,0,0,1
CADX,0.024348418198384663,4.007333185232471,5.389071729816501,0.8186499134204945,0.024348418198384663,0.0,1,0,1,1
CALD,-0.013856032240963977,4.5217885770490405,6.023447592961033,0.8040198569692442,-0.013856032240963977,1.9740230337485711,0,1,0,1
CALL,0.015247641034643978,4.356708826689592,5.713732805509369,0.8055538213737218,0.015247641034643978,0.0,0,0,0,0
CALX,0.053363823247533915,5.123963979403259,6.293419278846481,0.8426953296841778,0.053363823247533915,2.027400665191134,1,0,0,1
CAP,-0.010094639243490348,5.075173815233827,6.561030665896573,0.7815944185945751,-0.010094639243490348,0.0,0,1,0,0
CARB,-0.1623519476777104,4.59511985013459,5.963579343618446,0.6957603430951704,-0.1623519476777104,0.0,0,1,1,1
CATM,0.05537992930521834,5.308267697401205,6.639875833826536,0.8197225450657786,0.05537992930521834,0.0,0,1,1,0
CBEY,0.041111496865316996,5.703782474656201,6.504288173536645,0.8124477946770325,0.041111496865316996,0.0,0,0,1,0
CBOU,-0.02469393686831301,4.51085950651685,5.991464547107982,0.7299349137229043,-0.02469393686831301,0.0,0,0,0,0
CCO,0.06085692819100021,5.10594547390058,6.218600119691729,0.8191169326022043,0.06085692819100021,0.0,0,1,1,1
CDL,0.002309869621072027,4.532599493153256,6.133398042996649,0.7730802375739441,0.002309869621072027,1.7710976153043514,0,0,0,1
CDM,0.009441568676369546,4.574710978503383,5.849324779946859,0.8280929621185885,0.009441568676369546,0.0,0,1,1,1
CE,-0.05858667395878593,6.315358001522335,7.007600613951853,0.8177991002442782,-0.05858667395878593,0.0,1,0,1,0
CEMP,0.047780887304086854,4.983606621708336,6.018593214496234,0.7932975653856699,0.047780887304086854,0.0,1,0,1,1
CENF,0.03380491886864125,4.795790545596741,6.131226489483141,0.743020947647757,0.03380491886864125,1.9258567855541788,0,0,0,1
CERE,0.047564541326239926,4.653960350157523,6.313548046277095,0.8308038528694078,0.047564541326239926,0.0,0,0,1,1
CF,-0.010885933923670295,4.6913478822291435,6.3080984415095305,0.8057167260490968,-0.010885933923670295,0.0,1,0,0,0
CFX,0.04154455600912957,5.337538079701318,6.159095388491933,0.8214077391529563,0.04154455600912957,2.320794416806389,1,0,0,1
CGTK,-0.013775441835218064,3.6375861597263857,5.214935757608986,0.8162700927217953,-0.013775441835218064,1.8820720577620569,1,0,0,1
CHEF,-0.039305049874703096,4.406719247264253,5.780743515792329,0.7956532205803161,-0.039305049874703096,0.0,0,0,0,1
CLAY,-0.0028482541806786194,4.68213122712422,6.095824562432225,0.7995650755328896,-0.0028482541806786194,1.8420157493201932,0,1,0,1
CLD,0.05699491838087051,5.43372200355424,6.486160788944089,2.0001707481972364,0.05699491838087051,0.0,0,0,1,0
CLU,-0.009069643520976828,4.30406509320417,6.253828811575473,0.7489589372447827,-0.009069643520976828,0.0,1,0,1,0
CLUB,-0.02246402239096419,4.382026634673881,6.089044875446846,0.7537598392646543,-0.02246402239096419,0.0,0,1,1,1
CLWR,-0.045928277974958534,4.990432586778736,6.361302477572996,0.8057516170071137,-0.045928277974958534,1.6091489743427165,0,0,0,0
CML,0.04437081598735093,4.969813299576001,6.304448802421981,0.8458500710385984,0.04437081598735093,2.8325816747135235,0,1,0,1
CMP,0.03380491886864125,4.6443908991413725,6.095824562432225,0.8069466112932937,0.03380491886864125,0.0,0,0,1,1
CNSL,0.059454155167011566,5.6131281063880705,6.705639094860003,0.7773945274092267,0.059454155167011566,0.0,0,0,1,1
CNVO,0.016442651117707995,4.897839799950911,6.459904454377535,0.8399956112632779,0.016442651117707995,0.0,0,1,1,1
CNVX,0.013148883711569307,3.6109179126442243,5.303304908059076,0.8145484921024198,0.013148883711569307,0.0,1,0,1,1
COGT,0.008014169559762604,4.574710978503383,6.037870919922137,0.8384052930609085,0.008014169559762604,2.087064022423232,0,1,0,1
COLY,-0.006455284788673374,4.219507705176107,5.820082930352362,0.790496482046024,-0.006455284788673374,1.8820720577620569,1,0,0,1
COMV,0.008465131972944257,4.770684624465665,6.100318952020064,0.7817015598200361,0.008465131972944257,2.320794416806389,1,0,0,1
CONN,-0.0035916357394070756,5.030437921392435,6.135564891081739,0.788160399145882,-0.0035916357394070756,1.9740230337485711,0,0,0,0
CONR,0.03789430732969007,4.499809670330265,5.318119993844216,0.8516979625604275,0.03789430732969007,2.027400665191134,1,0,0,1
CORT,0.06947587823623698,3.8066624897703196,4.882801922586371,0.8406035615404549,0.06947587823623698,0.0,1,0,1,1
CPII,-0.0067025478259751595,4.859812404361672,6.396929655216146,0.7991419805312109,-0.0067025478259751595,1.805165505978112,1,0,0,0
CPIX,0.044272134313262886,3.970291913552122,5.986452005284438,0.7929772994342515,0.044272134313262886,2.371262202993375,1,0,0,0
CPX,0.00895365761153808,4.804021044733257,6.220590170099739,0.7805219744298169,0.00895365761153808,1.6321399230336169,0,0,0,1
CRDC,-0.014905424266206998,4.1588830833596715,5.786897381366708,0.812775767446071,-0.014905424266206998,0.0,1,0,1,1
CREL,-0.011281887075742946,5.030437921392435,6.359573868672378,0.795464169433857,-0.011281887075742946,0.0,0,1,1,0
CRI,0.00314882531779097,4.6443908991413725,5.968707559985366,0.7702310597315414,0.00314882531779097,1.7710976153043514,1,0,0,0
CRMH,6.118775639270777e-05,5.3471075307174685,6.133398042996649,0.7911020822555698,6.118775639270777e-05,0.0,0,0,1,1
CROX,-0.015121373258590741,4.564348191467836,5.988961416889864,0.7989721420189371,-0.015121373258590741,1.9740230337485711,1,0,0,0
CRU,0.049754821648229856,4.23410650459726,5.602118820879701,0.866779728249628,0.049754821648229856,0.0,0,0,1,0
CRYO,0.026627414345186208,3.9512437185814275,5.480638923341991,0.8368641630127918,0.026627414345186208,0.0,1,0,1,0
CSCD,0.043563710607244475,4.844187086458591,6.159095388491933,0.7615429876917214,0.043563710607244475,2.5543647746451774,1,0,0,0
CSIQ,0.017113521083632423,4.890349128221754,6.522092798170152,0.8262244807249842,0.017113521083632423,1.9258567855541788,1,0,0,1
CSTE,0.03113477157157728,5.043425116919247,6.4425401664681985,0.8234274940061922,0.03113477157157728,0.0,1,0,1,1
CTCT,0.05063222853902577,3.9318256327243257,5.8971538676367405,0.8145024611714926,0.05063222853902577,2.847033872200803,0,1,0,1
CTP,0.05436796021880253,3.6375861597263857,5.472270673671475,0.6459932639209351,0.05436796021880253,0.0,0,1,0,0
CTRN,0.04161250286003572,3.9889840465642745,5.937536205082426,0.8174198722329088,0.04161250286003572,1.9740230337485711,0,0,0,1
CVGI,-0.02780558531861782,4.7535901911063645,6.104793232414985,0.7730970714546165,-0.02780558531861782,0.0,1,0,1,1
CVI,0.0009944971818087848,5.82600010738045,7.29641326877392,0.7669217727390948,0.0009944971818087848,0.0,1,0,0,1
CXO,-0.0464621559185416,4.787491742782046,6.163314804034641,0.7704429360105988,-0.0464621559185416,0.0,0,0,1,1
CYNO,0.01076544990065678,4.0943445622221,5.877735781779639,0.7914594852737399,0.01076544990065678,2.4871131731971623,1,0,0,1
CYTK,-0.030411457792077785,3.871201010907891,5.5053315359323625,0.8100862229554703,-0.030411457792077785,2.027400665191134,1,0,0,1
CZR,0.04946365377677967,5.634789603169249,6.1903154058531475,0.8209177392495988,0.04946365377677967,0.0,0,1,0,1
DBTK,-0.0063156046994000984,4.543294782270004,6.2166061010848646,0.7500863051628459,-0.0063156046994000984,2.1544346900318834,0,1,0,1
DCIN,-0.03696715841625829,3.6635616461296463,5.918893854273146,0.8572187069860675,-0.03696715841625829,0.0,0,1,1,1
DCP,-0.005558980159684734,4.330733340286331,6.234410725718371,0.7780595051891003,-0.005558980159684734,0.0,0,1,1,0
DDMG,-0.05097464568124585,5.181783550292085,6.814542897259958,0.8030826825975232,-0.05097464568124585,0.0,0,1,1,0
DDUP,-0.008561623058511695,4.499809670330265,6.028278520230698,0.8019646508077546,-0.008561623058511695,2.7144176165949063,1,0,0,1
DEEP,0.033648959575388014,4.23410650459726,5.786897381366708,0.8018110599535279,0.033648959575388014,0.0,0,0,0,1
DEIX,-0.003240929708257981,4.74493212836325,5.978885764901122,0.7484289667417536,-0.003240929708257981,0.0,1,0,0,0
DEX,-0.08287206810309786,4.290459441148391,6.453624998892692,0.7769701707043929,-0.08287206810309786,0.0,1,0,1,1
DG,-0.003981063940780011,5.44673737166631,6.694562058521095,0.8218890288101808,-0.003981063940780011,0.0,0,0,1,1
DHX,0.04846885250614673,5.272999558563747,6.4692503167957724,0.8030062206694143,0.04846885250614673,2.027400665191134,0,1,0,1
DIVX,0.02538328073525964,4.532599493153256,6.0844994130751715,0.8295754787951368,0.02538328073525964,2.847033872200803,0,1,0,1
DK,-0.005558980159684734,4.060443010546419,6.192362489474872,0.7859797310820674,-0.005558980159684734,1.8820720577620569,0,0,0,1
DLB,0.020089649378692193,4.804021044733257,6.214608098422191,0.8679637759483296,0.020089649378692193,1.805165505978112,0,0,0,1
DM,-0.05328217125439354,5.2574953720277815,6.53813982376767,0.7523333214276423,-0.05328217125439354,0.0,1,0,0,1
DMAN,-0.03751629906765014,4.564348191467836,6.234410725718371,0.7213036463608584,-0.03751629906765014,0.0,0,1,0,0
DMD,0.014041837854611824,5.10594547390058,6.680854678790215,0.8191340012882116,0.014041837854611824,2.371262202993375,0,1,0,1
DMED,0.02312823138279143,4.852030263919617,5.966146739123692,0.7733218637187635,0.02312823138279143,0.0,1,0,1,0
DMND,0.05757457296364237,3.6888794541139363,5.6131281063880705,0.7487928683233702,0.05757457296364237,2.371262202993375,1,0,0,1
DNKN,-0.00021042127293830208,5.455321115357702,6.077642243349034,0.8064542956306324,-0.00021042127293830208,2.274366019525953,0,0,0,1
DOLE,0.05852111708533658,5.66988092298052,6.777646593635117,0.8282572188741032,0.05852111708533658,0.0,0,0,1,0
DPZ,-0.019651975924335506,4.007333185232471,6.061456918928017,0.7423356392313297,-0.019651975924335506,0.0,0,0,1,0
DRC,0.015487112031121256,4.77912349311153,6.361302477572996,0.7285800389215289,0.015487112031121256,1.7099759466766968,1,0,0,1
DRTX,0.023492497110513433,4.624972813284271,5.945420608606575,0.8424934070806787,0.023492497110513433,0.0,1,0,1,1
DSUP,-0.004839837912175111,5.153291594497779,6.18826412308259,0.8011951102836571,-0.004839837912175111,0.0,1,0,1,0
DSW,0.006842770621949718,4.477336814478207,6.1463292576688975,0.799766574276742,0.006842770621949718,2.656646422956528,0,0,0,0
DTSI,0.04401094690851535,4.553876891600541,5.82600010738045,0.8188128189168081,0.04401094690851535,2.371262202993375,0,0,0,1
DVAX,-0.0006468979863711416,3.784189633918261,5.225746673713202,0.7885762313048114,-0.0006468979863711416,0.0,1,0,1,1
DVOX,0.045262646375410436,4.532599493153256,6.236369590203704,0.829016092462168,0.045262646375410436,0.0,0,1,1,0
DVR,-0.0173493970743838,4.330733340286331,5.736572297479192,0.790488216131013,-0.0173493970743838,0.0,0,0,1,0
DWA,0.010983105662161895,4.143134726391533,6.016157159698354,0.8837871947536808,0.010983105662161895,2.5543647746451774,0,1,0,1
DWRE,0.030940585942283706,4.564348191467836,6.3835066348840055,0.833488641817343,0.030940585942283706,2.645668419946999,0,1,0,1
DWRI,0.006311125847511249,3.8918202981106265,5.811140992976701,0.794129145970197,0.006311125847511249,2.087064022423232,0,0,0,1
DXCM,-0.004151915958176802,3.4011973816621555,5.030437921392435,0.8652702155533124,-0.004151915958176802,0.0,1,0,1,0
DYP,-0.0266422234473113,5.438079308923196,6.710523109452428,0.797950288240716,-0.0266422234473113,0.0,1,0,1,0
EBS,0.03156724266362676,4.330733340286331,6.364750756851911,0.8374970955033656,0.03156724266362676,0.0,1,0,1,0
ECHO,-0.0027121917885262474,3.871201010907891,6.192362489474872,0.7424135228815828,-0.0027121917885262474,0.0,0,0,0,1
ECYT,0.00944825402994243,4.5217885770490405,6.0063531596017325,0.8594762377704613,0.00944825402994243,0.0,1,0,1,1
EDG,-0.011181452773144654,5.4116460518550396,6.428105272684596,2.221710337274796,-0.011181452773144654,0.0,0,0,1,0
EDMC,-0.0027121917885262474,5.087596335232384,6.311734809152915,0.8407245254161119,-0.0027121917885262474,0.0,0,1,1,1
EEEE,0.019835982850230017,4.382026634673881,6.093569770045136,0.854517448089444,0.019835982850230017,0.0,0,1,1,1
EGLT,-0.010369428156983829,4.290459441148391,5.981414211254481,0.7092277421795703,-0.010369428156983829,1.4938015821857216,1,0,0,0
ELOQ,0.01734874565383533,4.795790545596741,6.366470447731438,0.7016301653954283,0.01734874565383533,2.1196796658966526,0,1,0,1
EM,0.026555255526722457,4.727387818712341,6.1903154058531475,0.6937713235491595,0.026555255526722457,1.9034610713106546,0,1,0,1
EMAG,0.006385606555695641,4.48863636973214,6.144185634125646,0.823132718893606,0.006385606555695641,0.0,0,1,1,1
ENPH,0.038019996703800685,4.74493212836325,5.948034989180646,0.734659556886863,0.038019996703800685,0.0,1,0,1,1
ENSG,-0.012382727363617861,4.976733742420574,6.47543271670409,0.8018175644023233,-0.012382727363617861,0.0,0,1,1,0
ENTA,0.03047147241511062,4.465908118654584,6.272877006546167,0.8363064398177568,0.03047147241511062,0.0,1,0,1,1
ENTR,0.0400947259947003,4.77912349311153,6.1463292576688975,0.8146999388098147,0.0400947259947003,0.0,1,0,1,1
ENV,0.04110381750255497,4.59511985013459,6.0014148779611505,0.8274988703155396,0.04110381750255497,0.0,0,1,1,1
EPAM,0.04946365377677967,4.68213122712422,6.0063531596017325,0.6807317772677496,0.04946365377677967,0.0,0,1,1,1
EPOC,0.014589883564370135,4.882801922586371,6.568077911411976,0.827647834830029,0.014589883564370135,2.4264275032025866,0,1,0,1
ERII,-0.039427182272424366,4.189654742026425,6.089044875446846,0.789877353484534,-0.039427182272424366,1.8420157493201932,1,0,0,1
ETRM,-0.04017284790046339,4.276666119016055,5.594711379601839,0.8159512284609085,-0.04017284790046339,0.0,1,0,1,1
EVVV,0.012479814606479392,5.209486152841421,6.3578422665081,0.7983465752598299,0.012479814606479392,0.0,1,0,1,1
EXA,0.03158121781594317,5.017279836814924,6.369900982828227,0.85325920703335,0.03158121781594317,0.0,0,1,1,0
EXAM,0.051102896447133964,4.948759890378168,6.18826412308259,0.7888879928147616,0.051102896447133964,0.0,0,1,1,1
EXLS,0.03588740285130387,4.718498871295094,6.280395838960195,0.7879026338869978,0.03588740285130387,2.8325816747135235,0,0,0,1
EXPR,-0.03718971511231524,5.19295685089021,6.329720905522696,0.7562719481829502,-0.03718971511231524,0.0,0,0,1,0
EYET,-0.014565682221295203,3.5263605246161616,5.225746673713202,0.8245052063495399,-0.014565682221295203,2.19158741684435,1,0,0,1
FACE,0.017113521083632423,4.418840607796598,5.961005339623274,0.7990973393479662,0.017113521083632423,1.8420157493201932,1,0,0,1
FANG,-0.041430293245650736,5.0689042022202315,6.285998094508865,0.7115573612033619,-0.041430293245650736,0.0,0,0,1,0
FB,-0.08225588236193797,4.653960350157523,6.403574197934815,0.8560124155559105,-0.08225588236193797,1.7710976153043514,0,1,0,1
FCL,0.02059574803800171,5.236441962829949,6.313548046277095,0.8196141591680963,0.02059574803800171,2.811442217672497,0,0,0,0
FFN,0.04943393010665701,5.43372200355424,6.555356891810665,0.7875239034959246,0.04943393010665701,0.0,0,1,1,0
