I1,C4,S2,T1,T3_Prime,T4,industry_4,C4,T4,C6_Prime,T3_Prime,industry_1,industry_2,Y1,Y2
BFAM,0.010500794785178772,4.343805421853684,6.1463292576688975,0.7142109534256729,2.655937511155387,0,0.010500794785178772,2.655937511155387,2.1544346900318834,0.7142109534256729,0,1,0,1
BFRM,0.0111853044880828,4.605170185988092,6.003887067106539,0.8487196974393949,2.445694999324504,0,0.0111853044880828,2.445694999324504,0.0,0.8487196974393949,1,0,1,1
BHRT,-0.016128119258393494,4.5217885770490405,5.924255797414532,0.8271880940582961,2.496333247859699,0,-0.016128119258393494,2.496333247859699,0.0,0.8271880940582961,0,1,1,0
BIOD,0.003353816539135266,4.30406509320417,5.765191102784844,0.8397414588013128,2.4080884530367643,0,0.003353816539135266,2.4080884530367643,0.0,0.8397414588013128,1,0,0,1
BIOF,0.0033405857511660856,3.912023005428146,5.521460917862246,0.8823603879572864,2.346673911387638,0,0.0033405857511660856,2.346673911387638,0.0,0.8823603879572864,1,0,1,1
BKC,-0.05797847449374761,5.5254529391317835,6.405228458030842,0.7816582517431837,2.7672032357337373,1,-0.05797847449374761,2.7672032357337373,1.8420157493201932,0.7816582517431837,0,0,0,1
BKRS,-0.045701373246791265,4.189654742026425,5.634789603169249,0.7812404322159412,2.2814091836832344,1,-0.045701373246791265,2.2814091836832344,1.4938015821857216,0.7812404322159412,0,0,0,1
BLMN,0.02181132592841911,5.6240175061873385,6.580639137284949,0.7276433493986757,2.853638528227554,1,0.02181132592841911,2.853638528227554,0.0,0.7276433493986757,0,0,1,1
BLOG,-0.002117746190072883,4.3694478524670215,6.322565239927284,0.8211210466654648,2.623430721493889,0,-0.002117746190072883,2.623430721493889,1.4470893702387337,0.8211210466654648,0,1,0,1
BLSW,0.009750672113699626,4.852030263919617,6.139884552226255,0.8430054469694572,2.566813642344895,0,0.009750672113699626,2.566813642344895,0.0,0.8430054469694572,0,1,1,1
BMTI,-0.02372061747056409,4.477336814478207,5.945420608606575,0.8345045733404752,2.369529997278256,0,-0.02372061747056409,2.369529997278256,0.0,0.8345045733404752,1,0,1,1
BNNY,0.0645993451786608,4.532599493153256,5.8377304471659395,0.706122848329284,2.5115719278299133,0,0.0645993451786608,2.5115719278299133,2.274366019525953,0.706122848329284,1,0,0,1
BODY,0.02105232914807478,4.605170185988092,5.937536205082426,0.7983044992935598,2.5148963285625454,1,0.02105232914807478,2.5148963285625454,0.0,0.7983044992935598,0,0,1,0
BOX,0.051102896447133964,5.4116460518550396,6.513230110912307,0.7809924213988023,2.751576689498378,0,0.051102896447133964,2.751576689498378,0.0,0.7809924213988023,0,1,1,1
BPI,0.07222780488186492,4.882801922586371,6.100318952020064,0.8314102901501367,2.55623455048389,0,0.07222780488186492,2.55623455048389,0.0,0.8314102901501367,0,1,1,1
BRNC,-0.017173041723842902,4.343805421853684,5.8522024797744745,0.78071486226469,2.4121873616070872,0,-0.017173041723842902,2.4121873616070872,2.371262202993375,0.78071486226469,0,0,0,1
BSFT,0.0418707113204849,5.198497031265826,6.734591659972948,0.824397079530046,2.839369292451156,0,0.0418707113204849,2.839369292451156,0.0,0.824397079530046,0,1,1,0
BTRX,-0.030411457792077785,3.367295829986474,5.3612921657094255,0.8681225882360524,2.1788665398604388,0,-0.030411457792077785,2.1788665398604388,0.0,0.8681225882360524,1,0,0,0
BUN,0.033593111500030436,3.8501476017100584,5.726847747587197,0.7529464460681391,2.310152223868352,1,0.033593111500030436,2.310152223868352,1.7710976153043514,0.7529464460681391,0,0,0,1
BV,0.03382320623002174,4.700480365792417,6.2422232654551655,0.6790823367149263,2.709874621094113,0,0.03382320623002174,2.709874621094113,3.218297948685433,0.6790823367149263,0,1,0,1
BWLD,-0.023035852320323243,4.343805421853684,5.707110264748875,0.7197054942420008,2.3176896588941394,1,-0.023035852320323243,2.3176896588941394,2.371262202993375,0.7197054942420008,0,0,0,0
BWTR,-0.02372061747056409,4.5217885770490405,6.1224928095143865,0.8505930329795395,2.5031633099057427,0,-0.02372061747056409,2.5031633099057427,2.087064022423232,0.8505930329795395,0,0,0,1
BWY,-0.013719046092875624,4.983606621708336,6.214608098422191,0.8187780373724785,2.595893699827736,0,-0.013719046092875624,2.595893699827736,0.0,0.8187780373724785,1,0,1,0
CAB,0.030198862266011022,4.983606621708336,6.51471269087253,0.8285667324128863,2.783399161995236,1,0.030198862266011022,2.783399161995236,2.924017738212866,0.8285667324128863,0,0,0,1
CABG,0.025837184637571033,2.995732273553991,5.043425116919247,0.8041251327131391,2.067041044995942,0,0.025837184637571033,2.067041044995942,0.0,0.8041251327131391,1,0,0,1
CADX,0.024348418198384663,4.007333185232471,5.389071729816501,0.8186499134204945,2.2732464125922696,0,0.024348418198384663,2.2732464125922696,0.0,0.8186499134204945,1,0,1,1
CALD,-0.013856032240963977,4.5217885770490405,6.023447592961033,0.8040198569692442,2.554705243143277,0,-0.013856032240963977,2.554705243143277,1.9740230337485711,0.8040198569692442,0,1,0,1
CALL,0.015247641034643978,4.356708826689592,5.713732805509369,0.8055538213737218,2.384897054319773,0,0.015247641034643978,2.384897054319773,0.0,0.8055538213737218,0,0,0,0
CALX,0.053363823247533915,5.123963979403259,6.293419278846481,0.8426953296841778,2.6584538015022856,0,0.053363823247533915,2.6584538015022856,2.027400665191134,0.8426953296841778,1,0,0,1
CAP,-0.010094639243490348,5.075173815233827,6.561030665896573,0.7815944185945751,2.753685989156313,0,-0.010094639243490348,2.753685989156313,0.0,0.7815944185945751,0,1,0,0
CARB,-0.1623519476777104,4.59511985013459,5.963579343618446,0.6957603430951704,2.557759296802023,0,-0.1623519476777104,2.557759296802023,0.0,0.6957603430951704,0,1,1,1
CATM,0.05537992930521834,5.308267697401205,6.639875833826536,0.8197225450657786,2.8571507142316968,0,0.05537992930521834,2.8571507142316968,0.0,0.8197225450657786,0,1,1,0
CBEY,0.041111496865316996,5.703782474656201,6.504288173536645,0.8124477946770325,2.722277549299597,0,0.041111496865316996,2.722277549299597,0.0,0.8124477946770325,0,0,1,0
CBOU,-0.02469393686831301,4.51085950651685,5.991464547107982,0.7299349137229043,2.496333247859699,1,-0.02469393686831301,2.496333247859699,0.0,0.7299349137229043,0,0,0,0
CCO,0.06085692819100021,5.10594547390058,6.218600119691729,0.8191169326022043,2.6261063346265057,0,0.06085692819100021,2.6261063346265057,0.0,0.8191169326022043,0,1,1,1
CDL,0.002309869621072027,4.532599493153256,6.133398042996649,0.7730802375739441,2.5115719278299133,0,0.002309869621072027,2.5115719278299133,1.7710976153043514,0.7730802375739441,0,0,0,1
CDM,0.009441568676369546,4.574710978503383,5.849324779946859,0.8280929621185885,2.496333247859699,0,0.009441568676369546,2.496333247859699,0.0,0.8280929621185885,0,1,1,1
CE,-0.05858667395878593,6.315358001522335,7.007600613951853,0.8177991002442782,2.976213854978328,0,-0.05858667395878593,2.976213854978328,0.0,0.8177991002442782,1,0,1,0
CEMP,0.047780887304086854,4.983606621708336,6.018593214496234,0.7932975653856699,2.6220877817820485,0,0.047780887304086854,2.6220877817820485,0.0,0.7932975653856699,1,0,1,1
CENF,0.03380491886864125,4.795790545596741,6.131226489483141,0.743020947647757,2.5231125144188264,0,0.03380491886864125,2.5231125144188264,1.9258567855541788,0.743020947647757,0,0,0,1
CERE,0.047564541326239926,4.653960350157523,6.313548046277095,0.8308038528694078,2.722277549299597,0,0.047564541326239926,2.722277549299597,0.0,0.8308038528694078,0,0,1,1
CF,-0.010885933923670295,4.6913478822291435,6.3080984415095305,0.8057167260490968,2.6829843451801887,0,-0.010885933923670295,2.6829843451801887,0.0,0.8057167260490968,1,0,0,0
CFX,0.04154455600912957,5.337538079701318,6.159095388491933,0.8214077391529563,2.604308523587083,0,0.04154455600912957,2.604308523587083,2.320794416806389,0.8214077391529563,1,0,0,1
CGTK,-0.013775441835218064,3.6375861597263857,5.214935757608986,0.8162700927217953,2.154434690031884,0,-0.013775441835218064,2.154434690031884,1.8820720577620569,0.8162700927217953,1,0,0,1
CHEF,-0.039305049874703096,4.406719247264253,5.780743515792329,0.7956532205803161,2.4494897427831783,0,-0.039305049874703096,2.4494897427831783,0.0,0.7956532205803161,0,0,0,1
CLAY,-0.0028482541806786194,4.68213122712422,6.095824562432225,0.7995650755328896,2.5198420997897464,0,-0.0028482541806786194,2.5198420997897464,1.8420157493201932,0.7995650755328896,0,1,0,1
CLD,0.05699491838087051,5.43372200355424,6.486160788944089,2.0001707481972364,2.8039657955522017,0,0.05699491838087051,2.8039657955522017,0.0,2.0001707481972364,0,0,1,0
CLU,-0.009069643520976828,4.30406509320417,6.253828811575473,0.7489589372447827,2.6634509465636325,0,-0.009069643520976828,2.6634509465636325,0.0,0.7489589372447827,1,0,1,0
CLUB,-0.02246402239096419,4.382026634673881,6.089044875446846,0.7537598392646543,2.4980495329668133,0,-0.02246402239096419,2.4980495329668133,0.0,0.7537598392646543,0,1,1,1
CLWR,-0.045928277974958534,4.990432586778736,6.361302477572996,0.8057516170071137,2.62477023270953,0,-0.045928277974958534,2.62477023270953,1.6091489743427165,0.8057516170071137,0,0,0,0
CML,0.04437081598735093,4.969813299576001,6.304448802421981,0.8458500710385984,2.6070835018961778,0,0.04437081598735093,2.6070835018961778,2.8325816747135235,0.8458500710385984,0,1,0,1
CMP,0.03380491886864125,4.6443908991413725,6.095824562432225,0.8069466112932937,2.5469892258736295,0,0.03380491886864125,2.5469892258736295,0.0,0.8069466112932937,0,0,1,1
CNSL,0.059454155167011566,5.6131281063880705,6.705639094860003,0.7773945274092267,2.8456561401295506,0,0.059454155167011566,2.8456561401295506,0.0,0.7773945274092267,0,0,1,1
CNVO,0.016442651117707995,4.897839799950911,6.459904454377535,0.8399956112632779,2.6913112869829345,0,0.016442651117707995,2.6913112869829345,0.0,0.8399956112632779,0,1,1,1
CNVX,0.013148883711569307,3.6109179126442243,5.303304908059076,0.8145484921024198,2.21469368796771,0,0.013148883711569307,2.21469368796771,0.0,0.8145484921024198,1,0,1,1
COGT,0.008014169559762604,4.574710978503383,6.037870919922137,0.8384052930609085,2.524739805985776,0,0.008014169559762604,2.524739805985776,2.087064022423232,0.8384052930609085,0,1,0,1
COLY,-0.006455284788673374,4.219507705176107,5.820082930352362,0.790496482046024,2.3717559588502897,0,-0.006455284788673374,2.3717559588502897,1.8820720577620569,0.790496482046024,1,0,0,1
COMV,0.008465131972944257,4.770684624465665,6.100318952020064,0.7817015598200361,2.575711054615307,0,0.008465131972944257,2.575711054615307,2.320794416806389,0.7817015598200361,1,0,0,1
CONN,-0.0035916357394070756,5.030437921392435,6.135564891081739,0.788160399145882,2.5801027560238503,1,-0.0035916357394070756,2.5801027560238503,1.9740230337485711,0.788160399145882,0,0,0,0
CONR,0.03789430732969007,4.499809670330265,5.318119993844216,0.8516979625604275,2.2330765665867003,0,0.03789430732969007,2.2330765665867003,2.027400665191134,0.8516979625604275,1,0,0,1
CORT,0.06947587823623698,3.8066624897703196,4.882801922586371,0.8406035615404549,2.1323311055688197,0,0.06947587823623698,2.1323311055688197,0.0,0.8406035615404549,1,0,1,1
CPII,-0.0067025478259751595,4.859812404361672,6.396929655216146,0.7991419805312109,2.698347535012,0,-0.0067025478259751595,2.698347535012,1.805165505978112,0.7991419805312109,1,0,0,0
CPIX,0.044272134313262886,3.970291913552122,5.986452005284438,0.7929772994342515,2.4532553179003713,0,0.044272134313262886,2.4532553179003713,2.371262202993375,0.7929772994342515,1,0,0,0
CPX,0.00895365761153808,4.804021044733257,6.220590170099739,0.7805219744298169,2.575711054615307,0,0.00895365761153808,2.575711054615307,1.6321399230336169,0.7805219744298169,0,0,0,1
CRDC,-0.014905424266206998,4.1588830833596715,5.786897381366708,0.812775767446071,2.3870524115119607,0,-0.014905424266206998,2.3870524115119607,0.0,0.812775767446071,1,0,1,1
CREL,-0.011281887075742946,5.030437921392435,6.359573868672378,0.795464169433857,2.639283949839921,0,-0.011281887075742946,2.639283949839921,0.0,0.795464169433857,0,1,1,0
CRI,0.00314882531779097,4.6443908991413725,5.968707559985366,0.7702310597315414,2.491148689840844,0,0.00314882531779097,2.491148689840844,1.7710976153043514,0.7702310597315414,1,0,0,0
CRMH,6.118775639270777e-05,5.3471075307174685,6.133398042996649,0.7911020822555698,2.5742387976791643,0,6.118775639270777e-05,2.5742387976791643,0.0,0.7911020822555698,0,0,1,1
CROX,-0.015121373258590741,4.564348191467836,5.988961416889864,0.7989721420189371,2.455127320557885,0,-0.015121373258590741,2.455127320557885,1.9740230337485711,0.7989721420189371,1,0,0,0
CRU,0.049754821648229856,4.23410650459726,5.602118820879701,0.866779728249628,2.322647349924132,0,0.049754821648229856,2.322647349924132,0.0,0.866779728249628,0,0,1,0
CRYO,0.026627414345186208,3.9512437185814275,5.480638923341991,0.8368641630127918,2.239039511702414,0,0.026627414345186208,2.239039511702414,0.0,0.8368641630127918,1,0,1,0
CSCD,0.043563710607244475,4.844187086458591,6.159095388491933,0.7615429876917214,2.5815583865742617,0,0.043563710607244475,2.5815583865742617,2.5543647746451774,0.7615429876917214,1,0,0,0
CSIQ,0.017113521083632423,4.890349128221754,6.522092798170152,0.8262244807249842,2.7441297732526824,0,0.017113521083632423,2.7441297732526824,1.9258567855541788,0.8262244807249842,1,0,0,1
CSTE,0.03113477157157728,5.043425116919247,6.4425401664681985,0.8234274940061922,2.754737616866952,0,0.03113477157157728,2.754737616866952,0.0,0.8234274940061922,1,0,1,1
CTCT,0.05063222853902577,3.9318256327243257,5.8971538676367405,0.8145024611714926,2.48415091988726,0,0.05063222853902577,2.48415091988726,2.847033872200803,0.8145024611714926,0,1,0,1
CTP,0.05436796021880253,3.6375861597263857,5.472270673671475,0.6459932639209351,2.2973097500999025,0,0.05436796021880253,2.2973097500999025,0.0,0.6459932639209351,0,1,0,0
CTRN,0.04161250286003572,3.9889840465642745,5.937536205082426,0.8174198722329088,2.4202822154969144,1,0.04161250286003572,2.4202822154969144,1.9740230337485711,0.8174198722329088,0,0,0,1
CVGI,-0.02780558531861782,4.7535901911063645,6.104793232414985,0.7730970714546165,2.51323687655111,0,-0.02780558531861782,2.51323687655111,0.0,0.7730970714546165,1,0,1,1
