I1,C3,C5_Prime,S2_Prime,T4_Prime,T5_Prime,market_cap,C4,S1,C5_Prime,C6_Prime,S2_Prime,industry_2,Y1,Y2
ALGT,0.4047333318084917,0.44315954664386376,0.4645851829213661,0.39825145418567337,0.4162723633160009,0.8403640210927806,0.5863305525689165,0.496029766625831,0.44315954664386376,0.5,0.4645851829213661,0,0,1
ALIM,0.3251306697144774,0.4804602177197961,0.6244250963874827,0.5735032853592548,0.6303834086094756,0.8221153120415425,0.8133846115289864,0.5634514734587984,0.4804602177197961,0.0,0.6244250963874827,0,1,0
ALJ,0.4054464317831006,0.4689617285998876,0.35403565484870514,0.5224553954084623,0.5343078492903401,0.8514752590059617,0.8477722326290267,0.5219925831993074,0.4689617285998876,0.4054801330382267,0.35403565484870514,0,0,1
ALLI,0.3321787474708007,0.40094059916785074,0.7731412451976065,0.4176754024741558,0.5312944043510852,0.8192312202530275,0.6460295386158798,0.3308915830734154,0.40094059916785074,0.0,0.7731412451976065,1,0,1
ALNY,0.24616015938592734,0.44527181180832764,0.41869964955002503,0.5357398181734135,0.6657876111920796,0.7933585168340264,0.776420864834003,0.5269109001524853,0.44527181180832764,0.0,0.41869964955002503,0,1,1
ALTU,0.32555615700855145,0.40245558462619474,0.4159298327268801,0.7168015215550961,0.6229806594235696,0.8382651484820227,0.6292158485814898,0.5502957946202972,0.40245558462619474,0.0,0.4159298327268801,0,0,1
ALXA,0.2628930035404382,0.4564318601934627,0.6641464249789923,0.5312811876080519,0.6553360820169983,0.8836479381309013,0.6205503034664587,0.3920386341581398,0.4564318601934627,0.0,0.6641464249789923,0,1,1
AMBA,0.3993989124187242,0.4645478629842781,0.45376707183403875,0.6679338907545715,0.6503207988034672,0.7996263827351463,0.49064662115640584,0.6542869270879882,0.4645478629842781,0.0,0.45376707183403875,0,1,1
AMIS,0.34052758670376887,0.36406996266558245,0.7073907541430675,0.5882290555930507,0.6107451739533828,0.8919787923446751,0.7369924095815304,0.4613583084956355,0.36406996266558245,0.37475617678431544,0.7073907541430675,0,0,1
AMRC,0.40218295540598514,0.4770133601465575,0.5813471089425082,0.6775349284671213,0.5504722358999639,0.8288577822985759,0.7756946778528271,0.7440617444249883,0.4770133601465575,0.0,0.5813471089425082,0,1,1
ANAC,0.33117035657882316,0.3509316024146222,0.5603685949375103,0.7119956118602545,0.5861805356211474,0.8166837055107847,0.5735786526425786,0.6893167330127038,0.3509316024146222,0.0,0.5603685949375103,0,1,1
ANFI,0.39455849441206997,0.449902034567933,0.3566263401723302,0.6263292475552995,0.5914208355867925,0.8280193279641281,0.49064662115640584,0.6213665339745921,0.449902034567933,0.0,0.3566263401723302,0,1,0
ANGI,0.3387028133537808,0.5295554828946734,0.42631290462476423,0.6791902723265806,0.5401374342740036,0.8446522215264994,0.5010301492487761,0.5841026965996935,0.5295554828946734,0.43679023236814957,0.42631290462476423,1,0,1
ANGO,0.3906623374000613,0.5124220969456086,0.4580128492012632,0.41434210775284963,0.6080816474855182,0.786475785857379,0.7172127773075367,0.4674401793862738,0.5124220969456086,0.0,0.4580128492012632,0,1,1
AONE,0.2867499443760212,0.42794303926634747,0.674795582391355,0.4710774953679158,0.6335645928092871,0.8902307303460038,0.9694449795657427,0.5634514734587984,0.42794303926634747,0.815758959214771,0.674795582391355,0,0,1
AOSL,0.3594445108592581,0.4655153147473551,0.6100841202896732,0.7303187385734017,0.6291300913920971,0.8294383041982338,0.7004747231183689,0.5169872118829152,0.4655153147473551,0.0,0.6100841202896732,0,0,0
APEI,0.3916554053490542,0.4352754289204354,0.4726395724393311,0.49689729081337963,0.6091875911729328,0.8500281657854158,0.5875437445176533,0.4674401793862738,0.4352754289204354,0.43281919227407034,0.4726395724393311,1,0,1
APKT,0.3703360122229068,0.487555197738045,0.63521257311476,0.5825568415388576,0.646827769406365,0.852687933928536,0.857310954586411,0.5364981266373706,0.487555197738045,0.709491705985192,0.63521257311476,0,0,1
ARAY,0.33575765077856884,0.4167835670869026,0.4638947500669963,0.6262307487549712,0.5339587768009956,0.8827556256299566,0.6996605074806039,0.5591338919342176,0.4167835670869026,0.30571070873288,0.4638947500669963,0,0,1
ARBX,0.41522299668575696,0.43820143837869374,0.526034928596552,0.488639886541986,0.5008772167343313,0.899506131487373,0.7804920325619664,0.38407202011223196,0.43820143837869374,0.5503212081491046,0.526034928596552,1,0,1
ARCL,0.3840584440559265,0.4522204738758968,0.338823438223419,0.6160644591910842,0.6143393031680225,0.8381455348553983,0.8593488634691554,0.610693716534057,0.4522204738758968,0.3149802624737183,0.338823438223419,1,0,1
ARCO,0.40239386846106406,0.3937745231303674,0.5538826077392369,0.8275983632119699,0.5986675388384702,0.9231905685659716,0.6543507793306458,0.631651161791141,0.3937745231303674,0.5984084805885755,0.5538826077392369,0,0,1
AREX,0.41150330772196586,0.37542020301209145,0.5682808944780049,0.5239728593758193,0.5227617953382317,0.8317313378361175,0.557703369120761,0.3404788095583007,0.37542020301209145,0.0,0.5682808944780049,0,1,1
ARII,0.3883174847899091,0.36043953072968316,0.7773698288713198,0.6508669980629653,0.5581730705422442,0.8548755109787569,0.7506771250076728,0.7104702240985533,0.36043953072968316,0.6173579189986083,0.7773698288713198,0,0,1
ARP,0.36157146062668083,0.4141959924309707,0.6780148612842343,0.4758329763070002,0.6368955671665649,0.8528680632344048,0.6109133720102564,0.6142962632992724,0.4141959924309707,0.0,0.6780148612842343,1,1,1
ARST,0.3616914218618223,0.4719221147002809,0.5865470104905797,0.6343151998608354,0.5612591739030358,0.8162325072783758,0.6328973487248862,0.5169872118829152,0.4719221147002809,0.0,0.5865470104905797,1,1,0
ARTE,0.3252362900584471,0.42372040865594107,0.5998465378317628,0.5918323651136572,0.7017425291762073,0.7986367010124242,0.6170949917902707,0.3997869571112572,0.42372040865594107,0.0,0.5998465378317628,0,1,1
ARUN,0.34855300949560947,0.5970515160174673,0.46610575082239514,0.6931097589379175,0.5607055393132608,0.8369720702755791,0.74696799128444,0.4849383020375314,0.5970515160174673,0.6057068642773799,0.46610575082239514,0,0,1
ASPV,0.33021137813174034,0.474439864598188,0.6988465093101808,0.3185163438810417,0.6512331386292111,0.834962086955974,0.6467088344564363,0.3308915830734154,0.474439864598188,0.0,0.6988465093101808,0,1,1
ATEC,0.2865041015842972,0.4399271887634755,0.8973068948802159,0.5443293185705722,0.6476306497661911,0.8269707320114433,0.5480476277975103,0.9999999999999999,0.4399271887634755,0.0,0.8973068948802159,0,1,0
ATHN,0.34377709180538524,0.4904433677415351,0.4483465216881144,0.563496217644509,0.6106283283122145,0.8592946311062427,0.7719835713115657,0.4218341767291446,0.4904433677415351,0.5848035476425733,0.4483465216881144,1,0,1
ATRC,0.3332434544264844,0.4010348122843268,0.5462200456914597,0.5573837068276193,0.7004141877592003,0.8140156857500744,0.6967311481915252,0.49053840774067037,0.4010348122843268,0.0,0.5462200456914597,0,1,1
AUXL,0.21406038624830756,0.44017589786192435,0.4413997452574945,0.39161828498986395,0.6592661272342923,0.802433337424719,0.4012521754153602,0.37587445783244444,0.44017589786192435,0.0,0.4413997452574945,0,1,0
AVAV,0.4045503638821672,0.38509969934431526,0.4361446139893097,0.5945928113880677,0.4547415287979946,0.8484184009772487,0.6468554850570978,0.5317451391812539,0.38509969934431526,0.5108729549290355,0.4361446139893097,0,0,1
AVEO,0.32450706918876804,0.4183746604364137,0.45699193328052967,0.7071169953707716,0.620428572598135,0.8259290777845106,0.8309838860687495,0.6781154233670245,0.4183746604364137,0.0,0.45699193328052967,0,1,0
AVGO,0.39861304051843127,0.5045625753102351,0.787347491387208,0.44299635055660586,0.7387331816673578,0.8968357019825707,0.8685889252546705,0.7507686855788976,0.5045625753102351,0.4149132666831218,0.787347491387208,0,0,1
AVNC,0.26845482947056626,0.44245151377657,0.5077459921737963,0.48718475337903305,0.7410777436790483,0.8160970604239492,0.988152787110892,0.38407202011223196,0.44245151377657,0.0,0.5077459921737963,0,1,0
AVR,0.5058231270968091,0.4462929201636471,0.39627354243365787,0.5894877030466732,0.3922391054665755,0.8738616895968564,0.5789261859277867,0.6865577248197404,0.4462929201636471,0.330634159539279,0.39627354243365787,0,0,0
AVRX,0.32311445698451924,0.4056128627264854,0.4190536189691083,0.4282062015651287,0.6340783739409118,0.7887211397373363,0.5393113531190685,0.5502957946202972,0.4056128627264854,0.0,0.4190536189691083,0,1,0
AWAY,0.394185781565014,0.9999999999999999,0.41665267104497206,0.7548516663925515,0.5029383204445994,0.795598213533722,0.7116675277432976,0.7417902776212314,0.9999999999999999,0.38891111873282025,0.41665267104497206,1,0,1
AWK,0.3186290517100224,0.38813669463383993,0.7601093763447322,0.5923930175261948,0.6323624852997457,0.9144652825478425,0.6529173373116829,0.7720415754829316,0.38813669463383993,0.0,0.7601093763447322,0,1,0
AYR,0.3594445108592581,0.5060781598307754,0.4361312015969774,0.5362361698453163,0.5997974550829925,0.8619318197998943,0.6858456894277218,0.5547493684998276,0.5060781598307754,0.35688292775180414,0.4361312015969774,1,0,1
BAGL,0.3354011476938073,0.41011254016465337,0.7308869587154274,0.5610397597869993,0.6575449889413512,0.8298478093329176,0.6440750242707544,0.6809576191166015,0.41011254016465337,0.0,0.7308869587154274,0,1,1
BAH,0.3391391890757095,0.5823330650532134,0.5323023795332609,0.8030310149450748,0.5539710159058956,0.8654958716114394,0.5887996328849047,0.7204817508830924,0.5823330650532134,0.0,0.5323023795332609,1,1,1
BALT,0.15332593007696688,0.2698101131080996,0.5642071028114495,0.4519909708770593,0.5758676281670739,0.8599316983491894,0.8177627280351759,0.0,0.2698101131080996,0.0,0.5642071028114495,0,1,0
BARE,0.39658607997975864,0.5039017877232896,0.7607070083839802,0.6962031083139668,0.6950448371503817,0.8811945057397002,0.8354331983316436,0.9771353426658341,0.5039017877232896,0.7211247851537043,0.7607070083839802,0,0,1
BAS,0.40130999331199557,0.3846527329009721,0.6358799900493017,0.4157950888978886,0.5875746895394742,0.8654042307099696,0.6782327987124113,0.6033479503701514,0.3846527329009721,0.9041497400811773,0.6358799900493017,0,0,1
BBBB,0.319034931559881,0.474439980711704,0.37885581084644304,0.5603170033276671,0.6049617079097614,0.836045540371677,0.6575898150025661,0.3674321563797286,0.474439980711704,0.0,0.37885581084644304,1,0,1
BBG,0.30580395228518137,0.41250744068016054,0.6255881933103622,0.4997592361096035,0.5657313070200509,0.8765908430372409,0.7133580183524376,0.4733940013289838,0.41250744068016054,0.5460216480685126,0.6255881933103622,0,0,1
BBND,0.3921190149502041,0.5007049597764162,0.6113509062300302,0.6814918919685781,0.5771388394991797,0.8525688824643364,0.3948011213803336,0.35873005142075776,0.5007049597764162,0.5665163349427049,0.6113509062300302,0,0,1
BBRG,0.39299124801818014,0.3267843038508133,0.5871270100008104,0.4787001142013084,0.5715405290560021,0.8482475193554933,0.7775549897407659,0.60704468401273,0.3267843038508133,0.0,0.5871270100008104,0,1,1
BBW,0.40130999331199557,0.37889957217333203,0.39908676665934406,0.529178657582739,0.4528100560383266,0.8535526617601545,0.679085522230362,0.47922505526600234,0.37889957217333203,0.5609068938801837,0.39908676665934406,0,0,1
BCOV,0.30288699571225236,0.4986734048583442,0.5087297817793544,0.5933158018442132,0.6455894261254371,0.8218633281907088,0.8379250278984162,0.4674401793862738,0.4986734048583442,0.0,0.5087297817793544,1,0,1
BDAY,0.3423308952719279,0.34829890822991505,0.4622600740789289,0.6335113265682907,0.42331115965165605,0.8122896113479081,0.706834265098131,0.3404788095583007,0.34829890822991505,0.47495712579649835,0.4622600740789289,0,0,1
BDE,0.4047333318084917,0.480850481314008,0.7063256478762605,0.6238710354967445,0.5974041116233074,0.8504935804688445,0.7625385334228041,0.3674321563797286,0.480850481314008,0.0,0.7063256478762605,0,1,0
BEAT,0.42748962646428434,0.49361624273159055,0.6385168140606363,0.3894015260605243,0.5889599068650646,0.8254129561659095,0.48584326486680807,0.41467439945498696,0.49361624273159055,0.0,0.6385168140606363,1,1,0
BECN,0.39299124801818014,0.32920544630149473,0.5646474784028521,0.45941956300469144,0.5092372190286191,0.8448652302742856,0.7137689899575306,0.5219925831993074,0.32920544630149473,0.0,0.5646474784028521,0,0,0
BFAM,0.3906623374000613,0.5269059350362623,0.3211234985723559,0.8272851740060234,0.5139634276178744,0.8674536175685276,0.677195942901412,0.5411725487098266,0.5269059350362623,0.46415888336127786,0.3211234985723559,1,0,1
BFRM,0.34472644726520174,0.47004110834066526,0.6729176552906468,0.4088766123908306,0.5754715522833534,0.8277435723007627,0.6798776891501461,0.5269109001524853,0.47004110834066526,0.0,0.6729176552906468,0,1,1
BHRT,0.33470918904490254,0.6542189050130013,0.5278701796550667,0.6131437377946101,0.494116849279021,0.7375180746397877,0.5728701896779756,0.4849383020375314,0.6542189050130013,0.0,0.5278701796550667,1,1,0
BIOD,0.3226364735386924,0.4463955738481584,0.5322986055989194,0.5472208370891065,0.7422469341444552,0.8750169005014122,0.6491957815891642,0.580091337191302,0.4463955738481584,0.0,0.5322986055989194,0,0,1
BIOF,0.35786835548914914,0.5259613691413485,0.50472279066638,0.6534730695232095,0.5688346456281957,0.8828418544352821,0.6491439465080053,0.38407202011223196,0.5259613691413485,0.0,0.50472279066638,0,1,1
BKC,0.40085442741373717,0.5001842377779385,0.7229162415305606,0.8065971853619471,0.686816265853057,0.8814283407585022,0.4089104493200849,0.9013476523125173,0.5001842377779385,0.3968502629920499,0.7229162415305606,0,0,1
BKRS,0.4090759204991132,0.3598393838934293,0.6453924761091812,0.3713615468635469,0.5430447289178552,0.7763344310928022,0.4570092126753362,0.3404788095583007,0.3598393838934293,0.3218297948685433,0.6453924761091812,0,0,1
BLMN,0.4081951611657667,0.558548422282334,0.643698134411135,0.8214700984129985,0.5736722424012134,0.8554506277714835,0.7215079144277352,0.7573202395150013,0.558548422282334,0.0,0.643698134411135,0,1,1
BLOG,0.34408594446605495,0.4956072574670837,0.40087102170769207,0.5016485708054317,0.6327459116510347,0.8403246933526389,0.6277594998804963,0.5067025840663658,0.4956072574670837,0.31176595388187206,0.40087102170769207,1,0,1
BLSW,0.34179220375411007,0.3662100661569533,0.6221617650270976,0.5563791858209451,0.671237684730324,0.8234348658512675,0.6742571406436861,0.5118916488589594,0.3662100661569533,0.0,0.6221617650270976,1,1,1
BMTI,0.33355915107937295,0.42298839957001944,0.6520898792477205,0.31440871556569133,0.7041516533621573,0.8010338169212489,0.5431245870771257,0.4733940013289838,0.42298839957001944,0.0,0.6520898792477205,0,1,1
BNNY,0.4132103766606633,0.4201938854496821,0.5454060629301565,0.7842128826098903,0.45376008278927094,0.8521504368879651,0.8891411994320053,0.5760222584038616,0.4201938854496821,0.4899973050296446,0.5454060629301565,0,0,1
BODY,0.41914523813109583,0.40699023722582395,0.6054862543084993,0.6525854580361998,0.5086607198614518,0.8187291679230232,0.7185343455216199,0.5958062741903275,0.40699023722582395,0.0,0.6054862543084993,0,1,0
BOX,0.3332434544264844,0.33390911875985063,0.7209383943107146,0.6072037365964366,0.5612160287560254,0.83434238434754,0.8362653225767153,0.5634514734587984,0.33390911875985063,0.0,0.7209383943107146,1,1,1
BPI,0.40218295540598514,0.4487557654935692,0.6762916626717561,0.5730776332295713,0.5950057257876314,0.8461952722754237,0.9190276906035633,0.38407202011223196,0.4487557654935692,0.0,0.6762916626717561,1,1,1
BRNC,0.3464862428807996,0.43445472008107433,0.5839310900183694,0.46929803299319306,0.4941115199992624,0.8309290873581608,0.5687764319269188,0.4613583084956355,0.43445472008107433,0.5108729549290355,0.5839310900183694,0,0,1
BSFT,0.3977808758889462,0.41846914923358547,0.5517384079019132,0.5685194822642029,0.669513090494796,0.8173076440989584,0.8000958165405366,0.5841026965996935,0.41846914923358547,0.0,0.5517384079019132,1,1,0
BTRX,0.194644282549349,0.46612823490510336,0.4109055456291899,0.3695584338833015,0.8142433701259031,0.8225460606952448,0.5169114656896937,0.25276820647150267,0.46612823490510336,0.0,0.4109055456291899,0,0,0
BUN,0.38896021757794247,0.37135991040418165,0.4673555241806935,0.3589923503411727,0.4894380955137542,0.7821953985933597,0.7676661487464216,0.47922505526600234,0.37135991040418165,0.3815714141844439,0.4673555241806935,0,0,1
BV,0.3420589839273823,0.21510911280115566,0.35871556318079634,0.8692383992511032,0.4724750440129125,0.8476411337293772,0.7685676051850809,0.7740834334268115,0.21510911280115566,0.6933612743506349,0.35871556318079634,1,0,1
BWLD,0.3977808758889462,0.3761067242881331,0.6847374787350013,0.38833378399842355,0.5676769662523885,0.7978280938723074,0.5458073341077836,0.23961252763300123,0.3761067242881331,0.5108729549290355,0.6847374787350013,0,0,0
BWTR,0.38280366895666446,0.40874156621522384,0.5590101839862693,0.42620181845977334,0.5329837220253073,0.8328620421394091,0.5431245870771257,0.3404788095583007,0.40874156621522384,0.44964431302260927,0.5590101839862693,0,0,1
BWY,0.39594557718061185,0.3456460073632528,0.6743800037624963,0.5485012400756144,0.637287373649563,0.8454680719567327,0.5823083654951261,0.6178534938082144,0.3456460073632528,0.0,0.6743800037624963,0,1,0
CAB,0.41032644921103817,0.5757751466336041,0.5182857151685822,0.6949813168205663,0.7030145993906967,0.8561980843134364,0.7543682873545627,0.7325174437164405,0.5757751466336041,0.6299605249474366,0.5182857151685822,0,0,1
CABG,0.3481083361686686,0.39529564497682185,0.3812851092633043,0.37085195989527286,0.6512507345982259,0.7969275095308614,0.7372802715548854,0.029795542571004696,0.39529564497682185,0.0,0.3812851092633043,0,0,1
CADX,0.34440224113965334,0.4780563570820473,0.5828663665345102,0.5814932966368508,0.6144826422419227,0.8140623613778507,0.7314476386548824,0.37587445783244444,0.4780563570820473,0.0,0.5828663665345102,0,1,1
CALD,0.27367600822405513,0.4714890076825108,0.5594978110710178,0.6635356449657968,0.7218389544615083,0.8282587344312784,0.5817716863403881,0.41467439945498696,0.4714890076825108,0.4252903702829902,0.5594978110710178,1,0,1
CALL,0.39689493264042836,0.47994295077370974,0.6239731349594932,0.5400390424080913,0.6675561687386503,0.8012497322659878,0.6957929577703243,0.5502957946202972,0.47994295077370974,0.0,0.6239731349594932,0,0,0
CALX,0.3361216605636464,0.5129350293061102,0.6704206018799814,0.6234902264365064,0.5352992656843818,0.8314038626421889,0.845123096162556,0.5677041264796688,0.5129350293061102,0.43679023236814957,0.6704206018799814,0,0,1
CAP,0.40340902515093113,0.3995631667826427,0.5698154273107849,0.5569406539644958,0.35834893888629094,0.8283154779624637,0.5965079296955885,0.6837715338424367,0.3995631667826427,0.0,0.5698154273107849,1,0,0
CARB,0.32929617046679144,0.4445340853495794,0.5156769736222384,0.7587376402370265,0.5615800259179793,0.8243802565033904,0.0,0.5219925831993074,0.4445340853495794,0.0,0.5156769736222384,1,1,1
CATM,0.339362031133818,0.4141810946800697,0.5678671145359799,0.7405420066849739,0.6889189425261623,0.8372036480970529,0.8530217202935326,0.7325174437164405,0.4141810946800697,0.0,0.5678671145359799,1,1,0
CBEY,0.339362031133818,0.4586663959694157,0.8360992628792905,0.543639072673808,0.547308199781548,0.8228099772656664,0.7971213948362227,0.6752443723450726,0.4586663959694157,0.0,0.8360992628792905,0,1,0
CBOU,0.35111061536872745,0.43329218590103374,0.5826444097394023,0.536025584173493,0.6946028171455447,0.8210031759273289,0.5393113531190685,0.35873005142075776,0.43329218590103374,0.0,0.5826444097394023,0,0,0
CCO,0.3398175970320764,0.6077361314787628,0.6927574364877702,0.6251943184199997,0.8076050629606804,0.8944089238649491,0.8744792995710112,0.5317451391812539,0.6077361314787628,0.0,0.6927574364877702,1,1,1
CDL,0.33117035657882316,0.5038274772061195,0.5681604236875761,0.4341305632204393,0.7094447081522152,0.88266743700876,0.6451058458007943,0.4613583084956355,0.5038274772061195,0.3815714141844439,0.5681604236875761,0,0,1
CDM,0.36157146062668083,0.5497508774716429,0.6040628456214798,0.7122731146987258,0.5389502251500945,0.7422954408612648,0.6730461468768864,0.5919586488963243,0.5497508774716429,0.0,0.6040628456214798,1,1,1
CE,0.3218910478445804,0.41202697107113384,0.8887289173364954,0.5793217349469246,0.6698406027864879,0.9012748589884654,0.40652766843775556,0.9565592812786491,0.41202697107113384,0.0,0.8887289173364954,0,1,0
CEMP,0.32866662705144367,0.3610495115445478,0.6072471253666263,0.9157097697053748,0.5764230869966186,0.8106908647221004,0.8232504806835594,0.624836468265317,0.3610495115445478,0.0,0.6072471253666263,0,1,1
CENF,0.38896021757794247,0.33953107402432026,0.6898356190235728,0.4606791088510976,0.5097917656670093,0.8456699163840359,0.7684959596516819,0.6282643417101749,0.33953107402432026,0.4149132666831218,0.6898356190235728,0,0,1
CERE,0.27746397333863715,0.47883250904971386,0.44817598751390353,0.7961326453371054,0.573757766813511,0.8913733831158959,0.8224028885865324,0.6974358388911922,0.47883250904971386,0.0,0.44817598751390353,0,1,1
CF,0.39547741200696196,0.26416343647301926,0.5115306323707993,0.6760016316813156,0.586579019585844,0.8424330278301472,0.5934078252979254,0.7637234435587389,0.26416343647301926,0.0,0.5115306323707993,0,0,0
CFX,0.41726606895165536,0.3493199017251639,0.8120255671414753,0.6371793258082007,0.6044175133908761,0.8779636878072259,0.7988180175860132,0.6349979002199012,0.3493199017251639,0.5,0.8120255671414753,0,0,1
CGTK,0.23555641476118805,0.4658840760728855,0.5728937355634778,0.4325527958535184,0.7149913387954709,0.8867018497423763,0.582087420386781,0.32096789480384513,0.4658840760728855,0.4054801330382267,0.5728937355634778,0,0,1
CHEF,0.4074285700193292,0.3568584335367276,0.58019403227983,0.6508669980629653,0.5879810082182705,0.8478325768441309,0.48206848668710695,0.6383054946114103,0.3568584335367276,0.0,0.58019403227983,0,0,1
CLAY,0.39594557718061185,0.3770857388725699,0.603957045730994,0.48684280936192587,0.7019867866933478,0.8478325768441309,0.6248975432783239,0.3920386341581398,0.3770857388725699,0.3968502629920499,0.603957045730994,1,0,1
CLD,0.42088988333369687,0.2200627703768527,0.8676119773325592,0.8037845040098442,1.0000000000000002,0.8826532471347762,0.8593488634691554,0.60704468401273,0.2200627703768527,0.0,0.8676119773325592,0,1,0
CLU,0.39806383257483635,0.3661189644732021,0.3655114269587423,0.6902469788509077,0.44583807962180205,0.8324879626423031,0.6005236192061352,0.6415748500607114,0.3661189644732021,0.0,0.3655114269587423,0,1,0
CLUB,0.38896021757794247,0.3968009191136309,0.5317770852120345,0.4446416466358928,0.5168126740441298,0.8385010002599943,0.5480476277975103,0.5317451391812539,0.3968009191136309,0.0,0.5317770852120345,1,1,1
CLWR,0.31291992075528635,0.5074988931138771,0.6453740491782542,0.4671035278522566,0.6089903850580022,0.8892069572467973,0.4561202539052836,0.5547493684998276,0.5074988931138771,0.34668063717531744,0.6453740491782542,0,0,0
CML,0.3398175970320764,0.48766507879654397,0.6524314626345009,0.4825689926348682,0.5901606669228291,0.8448857895383173,0.8098906321338968,0.5219925831993074,0.48766507879654397,0.6102612222351425,0.6524314626345009,1,0,1
CMP,0.39527132569042217,0.34008013479551347,0.5982374531502459,0.5536484945516201,0.5831430159393096,0.8555853251760457,0.7684959596516819,0.5841026965996935,0.34008013479551347,0.0,0.5982374531502459,0,1,1
CNSL,0.321617341672819,0.32410126932389166,0.7226922426010771,0.6186139347492939,0.5591391529706349,0.8582256134487048,0.86898356842367,0.6634594964653439,0.32410126932389166,0.0,0.7226922426010771,0,1,1
CNVO,0.3500096870457523,0.4142808075970062,0.5514984732464723,0.5178932449486003,0.5636484054660016,0.8117430602209281,0.7004747231183689,0.610693716534057,0.4142808075970062,0.0,0.5514984732464723,1,1,1
CNVX,0.15533347492549227,0.46951542792873535,0.5139793079496005,0.5047155313560219,0.7421132329433743,0.8582190220287181,0.6875705256349133,0.4073286332910814,0.46951542792873535,0.0,0.5139793079496005,0,1,1
COGT,0.39117070480863836,0.46514267440482815,0.5877266661028631,0.5595594720261845,0.6766185369747532,0.8715156896932724,0.6674539365544218,0.5746902205332113,0.46514267440482815,0.44964431302260927,0.5877266661028631,1,0,1
