I1,C4,T1,T3,T4,S2,C5_Prime,T4_Prime,industry_4,C4,T1,T4,C6_Prime,S2_Prime,T3_Prime,industry_1,industry_2,Y1,Y2
ADLS,0.015487112031121256,5.53338948872752,8.556413904569519,2.2732464125922696,3.713572066704308,0.9347928500092274,0.29752066115702475,0,0.015487112031121256,5.53338948872752,2.2732464125922696,0.0,-4.949970021047067,0.8071414345816643,1,0,1,1
ADZA,0.019731083271667373,5.327876168789581,8.50976567558744,2.2814091836832344,3.7612001156935624,1.4439241342229756,0.4684937317372043,0,0.019731083271667373,5.327876168789581,2.2814091836832344,1.8820720577620569,-4.8926196732545,0.7496804523910281,1,0,0,1
AFFY,-0.0063156046994000984,6.030685260261263,9.19370273082316,2.4770531765914834,4.770684624465665,1.3526438031057588,0.3083452755177515,0,-0.0063156046994000984,6.030685260261263,2.4770531765914834,2.0563674454038523,-4.494333308801214,0.8670744761699798,1,0,0,1
AGAM,0.023274685510332935,6.436150368369428,9.709356537782675,2.6913112869829345,5.545177444479562,1.29149445110579,0.3708497698882314,0,0.023274685510332935,6.436150368369428,2.6913112869829345,0.0,-4.2875120367478505,0.7814017264830883,1,0,1,1
AH,-0.08545458841445729,6.373319789577012,9.666625329080981,2.728925473211958,4.5217885770490405,2.1973990843312103,0.49671225057950597,0,-0.08545458841445729,6.373319789577012,2.728925473211958,0.0,-5.284196394125849,0.7567523057394051,0,1,1,1
AHII,0.0002548563257563511,5.594711379601839,8.645938147306799,2.278704478832458,3.4965075614664802,0.72373527846674,0.2708641395226711,0,0.0002548563257563511,5.594711379601839,2.278704478832458,0.0,-5.276257648483305,0.7759601406297745,0,0,0,1
AIMC,-0.0063156046994000984,5.968707559985366,9.16837188715368,2.5048563546461438,4.897839799950911,0.8367101940503451,0.39906201555458165,0,-0.0063156046994000984,5.968707559985366,2.5048563546461438,0.0,-4.4366632146456935,0.7172991829698709,1,0,1,1
AIRV,0.036830796877746964,6.269096283706261,9.427948631791715,2.619391539239756,4.31748811353631,2.0327280262579412,0.3742287936179981,0,0.036830796877746964,6.269096283706261,2.619391539239756,0.0,-5.19414133429787,0.8458936537328507,1,0,1,1
ALGT,-0.01269239188194706,6.238324625039508,9.229063985974285,2.537572993164711,4.356708826689592,1.3374156755325535,0.2719459533691406,0,-0.01269239188194706,6.238324625039508,2.537572993164711,2.320794416806389,-5.00926683681804,0.7604663959327919,0,0,0,1
ALIM,0.045262646375410436,6.159095388491933,9.433483923290392,2.5815583865742617,4.912654885736052,1.5561677356108232,0.39161664334976687,0,0.045262646375410436,6.159095388491933,2.5815583865742617,0.0,-4.619841446551988,0.8203494934553199,1,0,1,0
ALJ,0.05404000937680397,6.3818160174060985,9.426902311924838,2.6584538015022856,4.290459441148391,1.4887341450020337,0.3567585983778105,0,0.05404000937680397,6.3818160174060985,2.6584538015022856,1.8820720577620569,-5.278603776383824,0.7525244349328375,1,0,0,1
ALLI,0.002545640136170962,5.631211781821365,8.68084148294457,2.302489781167531,4.532599493153256,1.0898200835949818,0.28520959391580275,0,0.002545640136170962,5.631211781821365,2.302489781167531,0.0,-4.257517399739217,0.8036826353390306,0,1,0,1
ALNY,0.03582773310561604,5.5134287461649825,8.695674048824253,2.305058100333494,3.6635616461296463,1.3498031833931343,0.3658298647242456,0,0.03582773310561604,5.5134287461649825,2.305058100333494,0.0,-5.121059888711104,0.8370303304662743,1,0,1,1
ALTU,-0.0017460164572123166,5.572154032177765,8.944158830970403,2.384897054319773,3.9318256327243257,1.0987048081975697,0.4894678251818011,0,-0.0017460164572123166,5.572154032177765,2.384897054319773,0.0,-5.127808121827154,0.7937792753202437,1,0,0,1
ALXA,-0.003957877372461608,5.556828061699537,8.858368636308018,2.3201751253056924,4.442651256490317,1.4152519676751056,0.3627852894262161,0,-0.003957877372461608,5.556828061699537,2.3201751253056924,0.0,-4.523066532494532,0.8067848061211341,1,0,1,1
AMBA,-0.037115500330326075,6.212606095751519,9.439863530254431,2.637980920550051,4.477336814478207,1.462848760946672,0.45609856988526154,0,-0.037115500330326075,6.212606095751519,2.637980920550051,0.0,-5.035623502313964,0.8639904417095201,1,0,1,1
AMIS,0.025763708515827013,6.267200548541362,9.346914101693393,2.6340524052903356,5.198497031265826,0.8735899874969951,0.4016721336266649,0,0.025763708515827013,6.267200548541362,2.6340524052903356,1.739464085489495,-4.417708368839849,0.0,1,0,0,1
AMRC,0.035642375510738435,6.46302945692067,9.71087320625674,2.753685989156313,5.099866427824199,1.5359534291870218,0.462654637230731,0,0.035642375510738435,6.46302945692067,2.753685989156313,0.0,-4.724794344165959,0.7964625798476241,0,0,1,1
ANAC,-0.015947285678912314,5.998936561946683,9.309099143999447,2.5592795119172456,4.624972813284271,0.796539272642633,0.48618611037565657,0,-0.015947285678912314,5.998936561946683,2.5592795119172456,0.0,-4.775905270257207,0.832303701367867,1,0,1,1
ANFI,-0.037115500330326075,6.359573868672378,9.62747051161485,2.6889452937026608,4.465908118654584,1.3769574071126771,0.4276888447216868,0,-0.037115500330326075,6.359573868672378,2.6889452937026608,0.0,-5.272291969643369,0.8013486538744462,1,0,1,0
ANGI,-0.03446512812118845,6.236369590203704,9.538420349034803,2.6521405799839615,4.59511985013459,1.8440899120035956,0.463784988568518,0,-0.03446512812118845,6.236369590203704,2.6521405799839615,2.027400665191134,-5.10251136247392,0.727296003260547,0,1,0,1
ANGO,0.02071500183158597,5.796057750765372,8.74766979009724,2.3650464499470165,3.8501476017100584,1.7436101253304723,0.282933454051607,0,0.02071500183158597,5.796057750765372,2.3650464499470165,0.0,-5.025279318108905,0.774518092284842,1,0,1,1
AONE,0.08509670457922383,6.284134161070802,9.420114955551439,2.593058197109723,5.003946305945459,1.2481775401314017,0.3216752060592559,0,0.08509670457922383,6.284134161070802,2.593058197109723,3.786417676010863,-4.4971214966684645,0.8505214099240475,1,0,0,1
AOSL,0.016442651117707995,5.961005339623274,9.313348122050412,2.5485417964224686,4.7535901911063645,1.4685224408053705,0.4986980550536721,0,0.016442651117707995,5.961005339623274,2.5485417964224686,0.0,-4.654781031368953,0.8269209286111816,1,0,0,0
APEI,-0.012382727363617861,5.991464547107982,9.117566971823829,2.480614741080058,4.23410650459726,1.291178786378772,0.33930625000000003,0,-0.012382727363617861,5.991464547107982,2.480614741080058,2.008968729832627,-4.989643554288841,0.8086685298543662,0,1,0,1
APKT,0.05647474671864434,6.304448802421981,9.504352368122833,2.648316273313982,5.003946305945459,1.5977766785718404,0.39779886300211564,0,0.05647474671864434,6.304448802421981,2.648316273313982,3.2931687800417477,-4.593559416967454,0.8300189811644416,1,0,0,1
ARAY,0.016234824406075828,6.154858094016418,9.346530726426447,2.5987138004585693,4.442651256490317,1.1827321350428368,0.4276215848287737,0,0.016234824406075828,6.154858094016418,2.5987138004585693,1.4189834119703841,-5.0109489703849,0.8072361706716663,1,0,0,1
ARBX,0.036866889518440776,5.7745515455444085,8.834336974017637,2.3891980816551945,4.0943445622221,1.3083385472715325,0.3336676825739747,0,0.036866889518440776,5.7745515455444085,2.3891980816551945,2.5543647746451774,-4.8595539730383575,0.7873179398631627,0,1,0,1
ARCL,0.05699491838087051,6.282266746896006,9.61012269694885,2.650868874225654,4.430816798843313,1.3905540358100832,0.42067953533059654,0,0.05699491838087051,6.282266746896006,2.650868874225654,1.462008869106433,-5.31566600488265,0.7613057608670105,0,1,0,1
ARCO,0.004669618127058825,6.349138991379798,9.631285050932734,2.7473336736347798,4.969813299576001,1.0477941936938089,0.5651254340065529,1,0.004669618127058825,6.349138991379798,2.7473336736347798,2.777566121439121,-4.791707381514503,0.7706883053964853,0,0,0,1
AREX,-0.019999416118981355,5.786897381366708,8.85180655855245,2.4080884530367643,4.219507705176107,0.9401541641341384,0.3577947984493206,0,-0.019999416118981355,5.786897381366708,2.4080884530367643,0.0,-4.756628168126442,0.7798461444187377,0,0,1,1
ARII,0.02925670137266296,6.48768401848461,9.752780935111424,2.7557872410937065,5.5909869805108565,0.8522990980292089,0.4444444444444444,0,0.02925670137266296,6.48768401848461,2.7557872410937065,2.8655216231663623,-4.247215105326642,0.8429544956904002,1,0,0,1
ARP,-0.006417682468154485,6.2285110035911835,9.327945614050446,2.5712815906582356,4.941642422609304,1.1675571456856975,0.3249224855961315,0,-0.006417682468154485,6.2285110035911835,2.5712815906582356,0.0,-4.489278218277923,0.8138737252705391,0,1,1,1
ARST,-0.0008063218195906665,6.304448802421981,9.584383610076006,2.6671682753399955,5.049856007249537,1.5060955098088444,0.4331420512083527,0,-0.0008063218195906665,6.304448802421981,2.6671682753399955,0.0,-4.712125582992411,0.701036054489743,0,1,1,0
ARTE,-0.004839837912175111,5.634789603169249,8.900685318713995,2.3717559588502897,4.343805421853684,1.223413665425352,0.4041326530612244,0,-0.004839837912175111,5.634789603169249,2.3717559588502897,0.0,-4.67972332805568,0.7821671125213763,1,0,1,1
ARUN,0.0283099533258931,6.008813185442595,9.335209354022052,2.557759296802023,4.418840607796598,2.2399245140853026,0.47328990817934313,0,0.0283099533258931,6.008813185442595,2.557759296802023,2.811442217672497,-5.005562206757602,0.8366186554758888,1,0,0,1
ASPV,0.0027190288727909386,5.407171771460119,8.45531778769815,2.168563897016068,4.0943445622221,1.5208610076147107,0.21749884373303305,0,0.0027190288727909386,5.407171771460119,2.168563897016068,0.0,-4.438525108579144,0.8563263151402564,1,0,1,1
ATEC,-0.02246402239096419,7.234177179749849,10.479173520649045,3.074747460521402,6.633318433280377,1.3184593156374254,0.37169520394628625,0,-0.02246402239096419,7.234177179749849,3.074747460521402,0.0,-3.9550068719445557,0.8038813710363438,1,0,1,0
ATHN,0.03469512390660059,6.115892125483034,9.253878673990666,2.5592795119172456,4.31748811353631,1.6147145276747044,0.3847833184704374,0,0.03469512390660059,6.115892125483034,2.5592795119172456,2.7144176165949063,-5.048829839894225,0.7986131973520055,0,1,0,1
ATRC,0.015487112031121256,5.5134287461649825,8.688790784847216,2.3126783696051127,3.9889840465642745,1.0903726021615667,0.3806093912591051,0,0.015487112031121256,5.5134287461649825,2.3126783696051127,0.0,-4.810376036615634,0.8016055727314711,1,0,1,1
AUXL,-0.05993323169635589,5.676753802268282,8.661639795781266,2.307612190472001,3.6888794541139363,1.3199178853112832,0.26741649465190465,0,-0.05993323169635589,5.676753802268282,2.307612190472001,0.0,-5.065754593317335,0.8302831404432326,1,0,1,0
AVAV,0.002756461109020153,5.793013608384144,9.00724451596575,2.436077203292199,4.07753744390572,0.996920160619393,0.4060176234384295,0,0.002756461109020153,5.793013608384144,2.436077203292199,2.371262202993375,-5.078557913218067,0.7425228143974844,1,0,0,1
AVEO,0.049754821648229856,6.1070228877422545,9.510222717509283,2.604308523587083,4.584967478670572,1.1920631990141484,0.4828547477443068,0,0.049754821648229856,6.1070228877422545,2.604308523587083,0.0,-5.027766622889289,0.814628768650056,1,0,1,0
AVGO,0.059353423385064455,6.733401891837359,9.879297313734911,2.7803981823681156,5.780743515792329,1.6975174814349305,0.30250000000000005,0,0.059353423385064455,6.733401891837359,2.7803981823681156,1.9258567855541788,-4.22290606364278,0.7798103488203925,1,0,0,1
AVNC,0.08987183041029774,5.58724865840025,8.734077192559303,2.3151907936421487,3.9318256327243257,1.333263373607252,0.33267404508409426,0,0.08987183041029774,5.58724865840025,2.3151907936421487,0.0,-4.90411215659551,0.8156897590768418,1,0,1,0
AVR,-0.01458233982616616,6.16541785423142,9.37568530456302,2.5902071060208813,4.31748811353631,1.3557915356089574,0.4025316008756443,0,-0.01458233982616616,6.16541785423142,2.5902071060208813,1.5346678229284634,-5.175697653000126,0.7905701191836413,1,0,0,0
AVRX,-0.02469393686831301,5.598421958998375,8.662158961666423,2.2946976768566785,3.6375861597263857,1.1172208581440337,0.292400548696845,0,-0.02469393686831301,5.598421958998375,2.2946976768566785,0.0,-5.120197496607782,0.8259265851825482,1,0,1,0
AWAY,0.01929958934297418,6.659293919683638,10.002382209510342,2.87098773937074,5.056245805348308,4.6030404697515666,0.5154503616042078,0,0.01929958934297418,6.659293919683638,2.87098773937074,1.805165505978112,-5.126047037326931,0.6978010354659582,0,1,0,1
AWK,0.00430373527330501,6.663132695990803,9.909121651153221,2.8153877964660046,5.700443573390687,1.0147308046874077,0.40451549448774976,0,0.00430373527330501,6.663132695990803,2.8153877964660046,0.0,-4.2892675458940595,0.851139757712785,0,0,1,0
AYR,0.012708623146163443,6.304448802421981,9.413199579987685,2.6300943740879763,4.430816798843313,1.7064057192742992,0.36616879839844396,0,0.012708623146163443,6.304448802421981,2.6300943740879763,1.6565038123598101,-5.078590590451213,0.8249639268665344,0,1,0,1
BAGL,0.002046754742247154,6.248042874508429,9.387398099095039,2.615320972023661,5.117993812416755,1.1436094908654988,0.38310592654392817,1,0.002046754742247154,6.248042874508429,2.615320972023661,0.0,-4.360463476516369,0.8335026647997105,0,0,1,1
BAH,-0.012062164680420817,6.448889394146858,9.813125112455737,2.7863840504597186,5.087596335232384,2.153607260890654,0.5483496234577792,0,-0.012062164680420817,6.448889394146858,2.7863840504597186,0.0,-4.844284291804962,0.7885881934652157,0,1,1,1
BALT,0.04638015077402592,5.19295685089021,8.338783971442199,2.154434690031884,3.6109179126442243,0.3207973519062748,0.308641975308642,0,0.04638015077402592,5.19295685089021,2.154434690031884,0.0,-4.766553335596876,0.9255431231692776,0,0,1,0
BARE,0.050890498603735436,7.158513997329321,10.51058652847062,3.0991240026497757,6.354370040797351,1.6936422523371968,0.4754022013959333,0,0.050890498603735436,7.158513997329321,3.0991240026497757,3.3471647504108475,-4.287811507254693,0.768595820125182,1,0,0,1
BAS,0.01076544990065678,6.306275286948016,9.32375833901174,2.575711054615307,4.844187086458591,0.99429889865689,0.28392562203633653,0,0.01076544990065678,6.306275286948016,2.575711054615307,4.196691337474689,-4.591933358152931,0.7987364709596252,0,0,0,1
BBBB,0.00549637470275211,5.961005339623274,9.128587870103924,2.4928828716784346,4.02535169073515,1.5208616885695059,0.3826123923902647,0,0.00549637470275211,5.961005339623274,2.4928828716784346,0.0,-5.218133279833335,0.7946971336072078,0,1,0,1
BBG,0.019731083271667373,6.386879319362645,9.53285855926342,2.650868874225654,5.0238805208462765,1.1576545309770623,0.34126052897096665,0,0.019731083271667373,6.386879319362645,2.650868874225654,2.5344079845856546,-4.617007739605534,0.8056874407030415,0,0,0,1
BBND,-0.061579848740387674,5.958424693029782,9.162199996648248,2.532798582594292,4.61512051684126,1.6748942599037417,0.46535664923982933,0,-0.061579848740387674,5.958424693029782,2.532798582594292,2.6295358943292957,-4.651694702062902,0.8112082756072186,1,0,0,1
BBRG,0.03611721593918047,6.1463292576688975,9.194414221425923,2.537572993164711,4.59511985013459,0.6549259677397475,0.3268803103320204,1,0.03611721593918047,6.1463292576688975,2.537572993164711,0.0,-4.7107125033008135,0.8002458676102617,0,0,1,1
BBW,0.010983105662161895,5.87493073085203,9.010180657052349,2.445694999324504,3.9512437185814275,0.9605591367482981,0.3613495770736018,1,0.010983105662161895,5.87493073085203,2.445694999324504,2.6034991753306884,-5.168843664417193,0.80266852029021,0,0,0,1
BCOV,0.051526532500396634,6.428105272684596,9.62317823441376,2.7075887668154737,4.812184355372417,1.662980082204748,0.4051456176385383,0,0.051526532500396634,6.428105272684596,2.7075887668154737,0.0,-4.901715304377711,0.8340659102471214,0,1,0,1
BDAY,0.018065909915302072,5.697093486505405,8.767640577257792,2.41014226417523,3.871201010907891,0.7810996770576524,0.4325931264357462,1,0.018065909915302072,5.697093486505405,2.41014226417523,2.2045556915418465,-5.014931607267061,0.7890038474116144,0,0,0,1
BDE,0.03228429921272611,5.811140992976701,8.994668835500674,2.4532553179003713,4.672828834461906,1.5584564602569198,0.4260102549392234,0,0.03228429921272611,5.811140992976701,2.4532553179003713,0.0,-4.420303336608735,0.8212508524935692,0,0,1,0
BEAT,-0.03834154622795221,6.171700597410915,9.20079495913265,2.5048563546461438,4.727387818712341,1.6333220465322755,0.26590278110712556,0,-0.03834154622795221,6.171700597410915,2.5048563546461438,0.0,-4.585509141588934,0.7991520888451564,0,1,1,0
BECN,0.019835982850230017,5.968707559985366,9.040026434306505,2.455127320557885,4.382026634673881,0.6691249052803444,0.3137145884707714,0,0.019835982850230017,5.968707559985366,2.455127320557885,0.0,-4.765480428130732,0.8065726886207204,0,0,0,0
BFAM,0.010500794785178772,6.1463292576688975,9.53430615650521,2.655937511155387,4.343805421853684,1.8285514770214601,0.5649115727982613,0,0.010500794785178772,6.1463292576688975,2.655937511155387,2.1544346900318834,-5.358789188303054,0.7142109534256729,0,1,0,1
BFRM,0.0111853044880828,6.003887067106539,9.02485381183907,2.445694999324504,4.605170185988092,1.4950642333112008,0.27920134125895435,0,0.0111853044880828,6.003887067106539,2.445694999324504,0.0,-4.501696777511816,0.8487196974393949,1,0,1,1
BHRT,-0.016128119258393494,5.924255797414532,9.282009658666542,2.496333247859699,4.5217885770490405,2.5751861528534548,0.41868512110726647,0,-0.016128119258393494,5.924255797414532,2.496333247859699,0.0,-4.8550826658147725,0.8271880940582961,0,1,1,0
BIOD,0.003353816539135266,5.765191102784844,9.061027968789174,2.4080884530367643,4.30406509320417,1.3563935544014818,0.3736696769882371,0,0.003353816539135266,5.765191102784844,2.4080884530367643,0.0,-4.844293486416132,0.8397414588013128,1,0,0,1
BIOF,0.0033405857511660856,5.521460917862246,8.760923376338836,2.346673911387638,3.912023005428146,1.8230120127321594,0.44622400000000007,0,0.0033405857511660856,5.521460917862246,2.346673911387638,0.0,-4.9114777225630375,0.8823603879572864,1,0,1,1
BKC,-0.05797847449374761,6.405228458030842,9.782167017299573,2.7672032357337373,5.5254529391317835,1.671840453990621,0.5507847824602145,1,-0.05797847449374761,6.405228458030842,2.7672032357337373,1.8420157493201932,-4.379882904261962,0.7816582517431837,0,0,0,1
BKRS,-0.045701373246791265,5.634789603169249,8.63497622707262,2.2814091836832344,4.189654742026425,0.8487795003117111,0.25358418367346935,1,-0.045701373246791265,5.634789603169249,2.2814091836832344,1.4938015821857216,-4.568757647431252,0.7812404322159412,0,0,0,1
BLMN,0.02181132592841911,6.580639137284949,10.03793102908562,2.853638528227554,5.6240175061873385,2.0141207729997515,0.5609407491906179,1,0.02181132592841911,6.580639137284949,2.853638528227554,0.0,-4.572885650648331,0.7276433493986757,0,0,1,1
BLOG,-0.002117746190072883,6.322565239927284,9.435402082446297,2.623430721493889,4.3694478524670215,1.6449984738584404,0.3425506609207444,0,-0.002117746190072883,6.322565239927284,2.623430721493889,1.4470893702387337,-5.164496601137005,0.8211210466654648,0,1,0,1
BLSW,0.009750672113699626,6.139884552226255,9.391995039782433,2.566813642344895,4.852030263919617,0.8861407549232717,0.3799234542211653,0,0.009750672113699626,6.139884552226255,2.566813642344895,0.0,-4.625355705657904,0.8430054469694572,0,1,1,1
BMTI,-0.02372061747056409,5.945420608606575,8.939318740417509,2.369529997278256,4.477336814478207,1.2191207535038642,0.21469395027548588,0,-0.02372061747056409,5.945420608606575,2.369529997278256,0.0,-4.5524404537188845,0.8345045733404752,1,0,1,1
BNNY,0.0645993451786608,5.8377304471659395,9.170975648453906,2.5115719278299133,4.532599493153256,1.2027321550387806,0.5354996642555399,0,0.0645993451786608,5.8377304471659395,2.5115719278299133,2.274366019525953,-4.812359180547688,0.706122848329284,1,0,0,1
BODY,0.02105232914807478,5.937536205082426,9.158520623246385,2.5148963285625454,4.605170185988092,1.125298554886171,0.4456178946122625,1,0.02105232914807478,5.937536205082426,2.5148963285625454,0.0,-4.6659830253846035,0.7983044992935598,0,0,1,0
BOX,0.051102896447133964,6.513230110912307,9.672752760526098,2.751576689498378,5.4116460518550396,0.6967098792370914,0.41462899206649706,0,0.051102896447133964,6.513230110912307,2.751576689498378,0.0,-4.384701625123184,0.7809924213988023,0,1,1,1
BPI,0.07222780488186492,6.100318952020064,9.283962511846797,2.55623455048389,4.882801922586371,1.3702350422278566,0.3913259868487201,0,0.07222780488186492,6.100318952020064,2.55623455048389,0.0,-4.493476526933242,0.8314102901501367,0,1,1,1
BRNC,-0.017173041723842902,5.8522024797744745,8.938531648680692,2.4121873616070872,4.343805421853684,1.286365689344426,0.32046010040956535,0,-0.017173041723842902,5.8522024797744745,2.4121873616070872,2.371262202993375,-4.718498871295094,0.78071486226469,0,0,0,1
BSFT,0.0418707113204849,6.734591659972948,9.898876939978445,2.839369292451156,5.198497031265826,1.1926173343269841,0.3882134540585708,0,0.0418707113204849,6.734591659972948,2.839369292451156,0.0,-4.796931394968659,0.824397079530046,0,1,1,0
BTRX,-0.030411457792077785,5.3612921657094255,8.43663368355782,2.1788665398604388,3.367295829986474,1.472116948445675,0.25235292821089295,0,-0.030411457792077785,5.3612921657094255,2.1788665398604388,0.0,-5.140049025374949,0.8681225882360524,1,0,0,0
BUN,0.033593111500030436,5.726847747587197,8.710784340468424,2.310152223868352,3.8501476017100584,0.9163423305429208,0.24513787944699678,1,0.033593111500030436,5.726847747587197,2.310152223868352,1.7710976153043514,-5.002517325993808,0.7529464460681391,0,0,0,1
BV,0.03382320623002174,6.2422232654551655,9.774175816055788,2.709874621094113,4.700480365792417,0.0,0.5935593271661949,0,0.03382320623002174,6.2422232654551655,2.709874621094113,3.218297948685433,-5.267201898785709,0.6790823367149263,0,1,0,1
BWLD,-0.023035852320323243,5.707110264748875,8.652248422409102,2.3176896588941394,4.343805421853684,0.9441803100207885,0.26517367357976185,1,-0.023035852320323243,5.707110264748875,2.3176896588941394,2.371262202993375,-4.472899593767911,0.7197054942420008,0,0,0,0
BWTR,-0.02372061747056409,6.1224928095143865,9.22009266341886,2.5031633099057427,4.5217885770490405,1.1355693305386017,0.2910318559556787,0,-0.02372061747056409,6.1224928095143865,2.5031633099057427,2.087064022423232,-4.779214829824385,0.8505930329795395,0,0,0,1
BWY,-0.013719046092875624,6.214608098422191,9.381769487603714,2.595893699827736,4.983606621708336,0.7655415781541655,0.374544,0,-0.013719046092875624,6.214608098422191,2.595893699827736,0.0,-4.4981339901453445,0.8187780373724785,1,0,1,0
CAB,0.030198862266011022,6.51471269087253,9.768011412973678,2.783399161995236,4.983606621708336,2.115147948424279,0.4745679012345679,1,0.030198862266011022,6.51471269087253,2.783399161995236,2.924017738212866,-4.878433740913618,0.8285667324128863,0,0,0,1
CABG,0.025837184637571033,5.043425116919247,8.098946748943339,2.067041044995942,2.995732273553991,1.0567149055186604,0.2532362122788761,0,0.025837184637571033,5.043425116919247,2.067041044995942,0.0,-5.212214667494625,0.8041251327131391,1,0,0,1
CADX,0.024348418198384663,5.389071729816501,8.628376720376853,2.2732464125922696,4.007333185232471,1.5420701483159955,0.39707262150497274,0,0.024348418198384663,5.389071729816501,2.2732464125922696,0.0,-4.721092906472141,0.8186499134204945,1,0,1,1
CALD,-0.013856032240963977,6.023447592961033,9.190749722211178,2.554705243143277,4.5217885770490405,1.503555527292747,0.4530952283240214,0,-0.013856032240963977,6.023447592961033,2.554705243143277,1.9740230337485711,-4.778026801354745,0.8040198569692442,0,1,0,1
CALL,0.015247641034643978,5.713732805509369,8.86953877719374,2.384897054319773,4.356708826689592,1.553134192063137,0.3687655894302302,0,0.015247641034643978,5.713732805509369,2.384897054319773,0.0,-4.620942581128849,0.8055538213737218,0,0,0,0
CALX,0.053363823247533915,6.293419278846481,9.546169544733285,2.6584538015022856,5.123963979403259,1.7466182484366797,0.4257502195222786,0,0.053363823247533915,6.293419278846481,2.6584538015022856,2.027400665191134,-4.5077804644825905,0.8426953296841778,1,0,0,1
CAP,-0.010094639243490348,6.561030665896573,9.704853670249868,2.753685989156313,5.075173815233827,1.0817420473776336,0.38030685266950615,0,-0.010094639243490348,6.561030665896573,2.753685989156313,0.0,-4.75288951465546,0.7815944185945751,0,1,0,0
CARB,-0.1623519476777104,5.963579343618446,9.298534382712099,2.557759296802023,4.59511985013459,1.3454767415900653,0.5181038983353269,0,-0.1623519476777104,5.963579343618446,2.557759296802023,0.0,-4.884789538866447,0.6957603430951704,0,1,1,1
CATM,0.05537992930521834,6.639875833826536,9.966509298952284,2.8571507142316968,5.308267697401205,1.16746977691709,0.505679012345679,0,0.05537992930521834,6.639875833826536,2.8571507142316968,0.0,-4.757636279379214,0.8197225450657786,0,1,1,0
CBEY,0.041111496865316996,6.504288173536645,9.704060527839234,2.722277549299597,5.703782474656201,1.42835653899269,0.37122386962601733,0,0.041111496865316996,6.504288173536645,2.722277549299597,0.0,-4.104129862956897,0.8124477946770325,0,0,1,0
CBOU,-0.02469393686831301,5.991464547107982,9.075093222568157,2.496333247859699,4.51085950651685,1.2795479367555358,0.366025,1,-0.02469393686831301,5.991464547107982,2.496333247859699,0.0,-4.721633670100466,0.7299349137229043,0,0,0,0
CCO,0.06085692819100021,6.218600119691729,9.459541457609681,2.6261063346265057,5.10594547390058,2.302585092994046,0.4269138585101823,0,0.06085692819100021,6.218600119691729,2.6261063346265057,0.0,-4.4533601989442815,0.8191169326022043,0,1,1,1
CDL,0.002309869621072027,6.133398042996649,9.160834952072344,2.5115719278299133,4.532599493153256,1.69320645377788,0.29644599827781726,0,0.002309869621072027,6.133398042996649,2.5115719278299133,1.7710976153043514,-4.756921676697368,0.7730802375739441,0,0,0,1
